,2x2,3x3,4x4,5x5,6x6,7x7,8x8,9x9,10x10
Success_A,0.0,0.0,100.0,100.0,100.0,0.0,96.42857142857143,89.2857142857143,25.0
Success_B,73.33333333333333,8.888888888888891,24.444444444444446,11.111111111111109,66.66666666666666,71.1111111111111,77.7777777777778,93.33333333333331,93.33333333333331
Success_C,0.0,0.0,0.0,27.27272727272727,36.36363636363637,0.0,0.0,0.0,27.27272727272727
Success_D,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,40.0,11.111111111111109,43.33333333333334,40.0,68.8888888888889,35.555555555555564,68.8888888888889,74.44444444444444,57.77777777777778
