,2x2,3x3,4x4,5x5,6x6,7x7,8x8,9x9,10x10
Success_A,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Success_B,28.888888888888886,73.33333333333333,82.22222222222221,60.0,55.55555555555556,55.55555555555556,55.55555555555556,55.55555555555556,55.55555555555556
Success_C,54.54545454545454,63.63636363636363,54.54545454545454,27.27272727272727,45.45454545454545,27.27272727272727,27.27272727272727,45.45454545454545,27.27272727272727
Success_D,83.33333333333334,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
TOTAL,57.77777777777777,82.22222222222221,85.55555555555556,71.11111111111111,71.11111111111111,68.88888888888889,68.88888888888889,71.11111111111111,68.88888888888889
