File,Class_GT,M1,M2,M3,M4
o1_gr_can,A,0.01533479112359552,0.019938277200000035,0.012217176918604676,0.016726447218934935
o1_gr_e01,B,0.015589621731843603,0.07639928902298854,0.03021402082304529,0.07402882920634923
o1_gr_e02,B,0.01101920908571427,0.054756532346368667,0.034761476775510176,0.06287355061538458
o1_gr_e03,B,0.02113501221153844,0.06989196355855852,0.0207588862121212,0.04113699539215684
o1_gr_e04,B,0.018147074278606994,0.053463734923857864,0.018702003989637322,0.03891523931034485
o1_gr_e05,B,0.015173360151515127,0.060720136877828006,0.023771391470588193,0.04873092590517241
o1_gr_e06,B,0.021441059220183474,0.07393737799242421,0.017789936229508193,0.039767388685445985
o1_gr_e07,B,0.021536258253968227,0.07622384376884418,0.03428823912863068,0.09428106182857149
o1_gr_e08,B,0.0267303701183432,0.038514931270718235,0.028528081557377048,0.07273855730941703
o1_gr_e09,B,0.018261147869822466,0.03511581027624307,0.027604961012145726,0.07016007426008966
o1_gr_e10,B,0.026493337798165147,0.07473070567708336,0.021898133743842387,0.07006610719576725
o1_gr_e11,B,0.023016129403669747,0.08832102935960594,0.03267982243027889,0.10319641661016953
o1_gr_e12,B,0.01591879251256282,0.07260283146596859,0.022863932465116286,0.06493624119617224
o2_gr_can,A,0.009567774666666659,0.010516896144067776,0.009532789447513788,0.009870450228310488
o2_gr_e01,D,0.053932484977578486,0.12266171317365274,0.11931535267080744,0.08868119214876027
o2_gr_e02,D,0.03415831583850932,0.0860659858737864,0.10370903490683234,0.10400516210810815
o2_gr_e03,D,0.04776026014705883,0.11703413126436783,0.1167065242236025,0.10516256113122176
o2_gr_e04,C,0.1041693506832298,0.10577163329192546,0.11111586720496894,0.11375065770186335
o2_gr_e05,C,0.11744331372670806,0.12071168447204966,0.06615641391534392,0.13737809403726706
o2_gr_e06,C,0.11359945124223603,0.10574353552795032,0.06763440680628273,0.13881424180124222
o2_gr_e07,C,0.11831198043478267,0.08504290551219515,0.10993111080745345,0.10934185060975611
o2_gr_e08,C,0.1051388457763975,0.07310876618090453,0.1059254101242236,0.09800295230769228
o2_gr_e09,C,0.11322382981366455,0.07602630157303372,0.10893870621118011,0.10465695931428563
o2_gr_e10,C,0.05559792212355218,0.11071781275280897,0.14165767254658387,0.12353775360248449
o2_gr_e11,C,0.05745012008298754,0.1164516818012423,0.1418377122981367,0.12452362472049687
o2_gr_e12,C,0.06412199330049263,0.12156557869565218,0.13116488677018637,0.09685668770186336
o3_gr_can,A,0.016900190625000006,0.019639596143790856,0.014752742291666676,0.015942902363636373
o3_gr_e01,C,0.05803950750000001,0.06717520243055554,0.05343967837837839,0.06956502202453985
o3_gr_e02,C,0.0614417847916667,0.06737310489655174,0.05693788375000002,0.07395475145454548
o3_gr_e03,C,0.049986825416666714,0.06970688298611113,0.057770310972222245,0.06944638192546586
o3_gr_e04,E,0.0561445800492611,0.10573529805555557,0.07715333736111112,0.06791797108695649
o3_gr_e05,C,0.03945320248322146,0.06876606923611112,0.06511529,0.07607806854166665
o3_gr_e06,C,0.043846957083333304,0.05578908981481481,0.06437458389610386,0.07011867409722222
o3_gr_e07,E,0.04644504047619047,0.08719680143712574,0.06550143208333337,0.067333718
o3_gr_e08,C,0.045504929034482756,0.07356947314102559,0.06255973607843136,0.07914019837349395
o3_gr_e09,E,0.041053324779874216,0.09306017914772732,0.07305164361111112,0.08693662862559241
o3_gr_e10,C,0.06753921340277781,0.05780283612500005,0.0607436700657895,0.07326525692307695
o3_gr_e11,C,0.05622168069444443,0.05692465050632909,0.05599680102564102,0.06552205974193542
o3_gr_e12,C,0.06355727569444447,0.06158148922680411,0.05853572503355706,0.06610625620481925
o4_gr_can,A,0.01294985743749999,0.02249975031249999,0.017013265812499984,0.02349613349999998
o4_gr_e01,B,0.025211035124999993,0.048860459749999995,0.03066920101851851,0.060706782999999986
o4_gr_e02,B,0.020816786625000017,0.05176321800000002,0.030014302695652195,0.06671687950000006
o4_gr_e03,B,0.020079410689655196,0.05399413606250005,0.01996433048648651,0.05223225181250003
o4_gr_e04,B,0.03633036306249998,0.03854592322404373,0.041783361675126904,0.06952307883720928
o4_gr_e05,B,0.03209663731250003,0.03657858404907977,0.03920440990196081,0.06839320033707871
o4_gr_e06,B,0.026890277187500027,0.04248360573033711,0.04394858236966827,0.07751091300000004
o4_gr_e07,B,0.03284819412500002,0.043016532333333364,0.04120559242857147,0.0776619647120419
o4_gr_e08,B,0.01850365360946749,0.04707148525000006,0.028765520397727288,0.056307612750000034
o4_gr_e09,B,0.023253602499999984,0.04550652650887572,0.03943654827102803,0.0778898236842105
o4_gr_e10,B,0.03353375920398013,0.07952571887500003,0.035951865812500025,0.04354707948863641
o4_gr_e11,B,0.0251215776875,0.07279014199999999,0.031779879661016926,0.056084861812499984
o4_gr_e12,B,0.03240594319796958,0.078777502,0.03341507100000002,0.04424413693750004
o5_gr_can,A,0.008862170442477895,0.009482241698113217,0.013106700530973474,0.014275184790419185
o5_gr_e01,C,0.047769829495798326,0.06665488335766424,0.049231468920863275,0.07024696381818181
o5_gr_e02,C,0.05053455168141593,0.07239314468965516,0.04871472236641219,0.07312223622222222
o5_gr_e03,C,0.042935748793103426,0.059285547983870986,0.048156915929203514,0.07331696712574853
o5_gr_e04,C,0.04893521224489796,0.07566209044247792,0.05182501177914112,0.06837222699115046
o5_gr_e05,C,0.04098710163265305,0.07996551441860465,0.0557186677852349,0.06776159920353984
o5_gr_e06,C,0.046924273071895416,0.080658206,0.0509491158088235,0.058519399646017684
o5_gr_e07,E,0.08745636911504423,0.05726005223350257,0.06755449901477832,0.14244483283185835
o5_gr_e08,C,0.043549242677165347,0.0657592227272727,0.052812502296296325,0.07165823380368098
o5_gr_e09,C,0.041499337456140366,0.07967278363095238,0.05765545660000003,0.0851131106547619
o5_gr_e10,C,0.041767358382352945,0.07654394676258996,0.0521708515,0.07269860169014086
o5_gr_e11,C,0.04854826931972791,0.07961651934959348,0.050669287191011235,0.07496644051948055
o5_gr_e12,E,0.06816768893805307,0.07120191698717947,0.04326510881355932,0.08044209212598426
