o1-01_gr_e01,B,C,0
o1-01_gr_e02,B,C,0
o1-01_gr_e03,B,C,0
o1-04_gr_e04,B,A,0
o1-04_gr_e05,B,A,0
o1-04_gr_e06,B,A,0
o1_gr_e01,A,B,0
o1_gr_e02,A,B,0
o1_gr_e03,A,B,0
o1_gr_e04,A,B,0
o1_gr_e05,A,B,0
o1_gr_e06,A,B,0
o1_gr_e07,A,B,0
o1_gr_e08,A,B,0
o1_gr_e09,A,B,0
o1_gr_e10,A,B,0
o1_gr_e11,A,B,0
o1_gr_e12,A,B,0
o2-01_gr_e01,B,C,0
o2-01_gr_e02,B,C,0
o2-01_gr_e03,B,C,0
o2-04_gr_e04,D,D,1
o2-04_gr_e05,D,D,1
o2-04_gr_e06,D,D,1
o2-07_gr_e07,B,A,0
o2-07_gr_e08,B,A,0
o2-07_gr_e09,B,A,0
o2-10_gr_e10,B,B,1
o2-10_gr_e11,A,B,0
o2-10_gr_e12,B,B,1
o2_gr_e01,C,A,0
o2_gr_e02,C,A,0
o2_gr_e03,C,A,0
o2_gr_e04,B,C,0
o2_gr_e05,B,C,0
o2_gr_e06,B,C,0
o2_gr_e07,B,C,0
o2_gr_e08,B,C,0
o2_gr_e09,B,C,0
o2_gr_e10,C,C,1
o2_gr_e11,C,C,1
o2_gr_e12,C,C,1
o3-01_gr_e01,D,D,1
o3-01_gr_e02,D,D,1
o3-01_gr_e03,D,D,1
o3-02_gr_e01,D,D,1
o3-02_gr_e02,D,D,1
o3-02_gr_e03,D,D,1
o3-03_gr_e01,D,D,1
o3-03_gr_e02,D,D,1
o3-03_gr_e03,D,D,1
o3-03_gr_e04,D,D,1
o3-03_gr_e05,D,D,1
o3-03_gr_e06,D,D,1
o3_gr_e01,B,A,0
o3_gr_e02,B,A,0
o3_gr_e03,B,A,0
o3_gr_e04,C,A,0
o3_gr_e05,B,A,0
o3_gr_e06,B,A,0
o3_gr_e07,C,A,0
o3_gr_e08,B,A,0
o3_gr_e09,C,A,0
o3_gr_e10,B,A,0
o3_gr_e11,B,A,0
o3_gr_e12,B,A,0
o4_gr_e01,A,B,0
o4_gr_e02,A,B,0
o4_gr_e03,A,B,0
o4_gr_e04,A,B,0
o4_gr_e05,A,B,0
o4_gr_e06,A,B,0
o4_gr_e07,A,B,0
o4_gr_e08,A,B,0
o4_gr_e09,A,B,0
o4_gr_e10,A,B,0
o4_gr_e11,A,B,0
o4_gr_e12,A,B,0
o5-01_gr_e01,B,C,0
o5-01_gr_e02,B,C,0
o5-01_gr_e03,B,C,0
o5-04_gr_e04,D,D,1
o5-04_gr_e05,D,D,1
o5-04_gr_e06,D,D,1
o5-07_gr_e07,B,B,1
o5-07_gr_e08,B,B,1
o5-07_gr_e09,B,B,1
o5-10_gr_e10,A,B,0
o5-10_gr_e11,A,B,0
o5-10_gr_e12,A,B,0
o5_gr_e01,B,A,0
o5_gr_e02,B,A,0
o5_gr_e03,B,A,0
o5_gr_e04,B,A,0
o5_gr_e05,B,A,0
o5_gr_e06,B,A,0
o5_gr_e07,C,A,0
o5_gr_e08,B,A,0
o5_gr_e09,B,A,0
o5_gr_e10,B,A,0
o5_gr_e11,B,A,0
o5_gr_e12,C,A,0
Total,-,-,25.49019607843137
Success A,-,-,0.0
Success B,-,-,11.11111111111111
Success C,-,-,27.27272727272727
Success D,-,-,100.0
