File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9
o2_gr_e08,B,1,1,0.02822941107,0.003185438273888889,0.0012340059708796291,0.0017205425420118343,0.0011166798941666665,0.046178234917500005,0.015081158346240004,0.0059174820425
o2_gr_e09,B,1,1,1,0.0034504971703484544,0.00108384438214876,0.0018211844103276943,0.0012894764324403133,0.19563706092000005,0.01328728421875556,0.006178970912473427
o2_gr_e10,C,2,0.0012004142476474636,0.004037224073763972,0.019634024312231407,0.0006537538538823915,0.001518466488668128,0.0017775086451239685,1,1,0.01633922747857989
o2_gr_e11,C,2,0.0014046081103327797,0.006338670737939648,0.035871106736111116,0.0005760681449613325,0.0015152398369336344,0.0017471671753276714,1,1,0.027543251110044454
o2_gr_e12,C,2,0.0026759717510053548,0.011889362671800208,0.21424874170000005,0.0008847241490677387,0.002271482654048443,0.0013863277917460317,1,1,0.032068847014400007
o3_gr_e01,B,1,0.004969930309678599,0.006880957313319459,0.005192271919132653,0.0005993761629476585,0.0009826163774414062,0.0008693359826474079,0.003314461650000001,0.004832032222193877,0.00396527125983471
o3_gr_e02,B,1,0.005652616474285715,0.00620793005546939,0.005482541313017754,0.0005807143527500892,0.001063156845020726,0.0009419289410769234,0.004101951805333335,0.005644653931371192,0.0043321568071911735
o3_gr_e03,B,1,0.004023738116716242,0.0066184803495000005,0.00506191153893516,0.000585766803183674,0.0009587464078512403,0.0009165874410767405,0.004810819603846155,0.0050588563354591835,0.003935120227806124
o3_gr_e04,C,2,0.0016270185026346358,0.004643673821256199,0.051807522525000003,0.0007300063602433838,0.0010544165729891954,0.0014034124252854446,0.011601884600000003,0.004679607520408165,0.00225255598507653
o3_gr_e05,B,1,0.0019978205277008314,0.0035211682676020407,0.0043789719673125,0.0006332299525969528,0.0010404524186188105,0.0010137526258406848,0.0064342415468749995,0.008769331608442333,0.00933330136836735
o3_gr_e06,B,1,0.0029052759738236885,0.0035323123428994073,0.002923439511574073,0.0006532105071585096,0.000957288586251735,0.0007384472628856092,0.006555353894704164,0.008325643788406655,0.006954719575499998
o3_gr_e07,C,2,0.0018224494347857142,0.0038579467114710736,0.006198391879340185,0.0005643686242120518,0.0008220514148915191,0.001167315615217645,0.005447723932653061,0.005953470234979591,0.002350620035015627
o3_gr_e08,B,1,0.0027527627117647064,0.00470509655934375,0.004471660814993753,0.0006030148510012462,0.0009972746809214874,0.0010198925058518523,0.004678307474666666,0.008669693132999999,0.004618764070833335
o3_gr_e09,C,2,0.0014531276769653328,0.002681871049739584,0.0054379165211370295,0.0007190217113679126,0.0008729525941419076,0.0016121456362879246,0.004631658553125001,0.003995925579166666,0.0025381209926699693
o3_gr_e10,B,1,0.008899108351875,0.005812355353485952,0.002930323049713012,0.0007006446922865018,0.0009162714715084291,0.0009128571855000004,0.004266858836509734,0.004398338108823531,0.0041345033383636395
