,2x2,3x3,4x4,5x5,6x6,7x7,8x8,9x9,10x10
Success_A,0.0,0.0,82.14285714285714,100.0,89.2857142857143,89.2857142857143,57.14285714285714,53.57142857142857,46.42857142857143
Success_B,86.66666666666669,22.222222222222218,13.333333333333336,71.1111111111111,95.55555555555556,95.55555555555556,100.0,100.0,100.0
Success_C,0.0,0.0,9.090909090909092,0.0,0.0,0.0,0.0,0.0,0.0
Success_D,16.666666666666664,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0
TOTAL,44.444444444444436,11.111111111111109,33.33333333333333,66.66666666666666,78.8888888888889,75.55555555555556,71.1111111111111,66.66666666666666,64.44444444444444
