File,Class_GT,M1,M2,M3,M4,M5,M6,M7,M8,M9
o1_gr_can,Z,0.020230279744199903,0.023342900951814412,0.026143929506246295,0.011466517656250024,0.02285017749023441,0.029616471539592563,0.014564609677936255,0.018468222299168995,0.021771979743767336
o1_gr_e01,A,0.01266943886052139,0.036234593004883665,0.1713749234693878,0.01370678031250002,0.040947400291495205,0.16018334757653066,0.02664149490783607,0.04239515224237844,0.11810758460622896
o1_gr_e02,A,0.014432434992648572,0.02617851400048695,0.12843169950413214,0.01291102640624998,0.03125986093255788,0.10515453489439854,0.03363034640952589,0.04179302035380097,0.0954960661357341
o1_gr_e03,B,0.02183011221590907,0.0359543974556213,0.10684076558956915,0.012601084121134415,0.028976781122679936,0.0727390934073193,0.025330829141274214,0.029883819345489657,0.04954043466553285
o1_gr_e04,B,0.018320574632905567,0.031827239458294895,0.09268678741349488,0.010493622352081837,0.02306038525185081,0.06704848780205805,0.020415715711805574,0.0317425675714908,0.045086471851851884
o1_gr_e05,B,0.017558917954815664,0.02802668904320985,0.08974518579484836,0.01116687947406862,0.022582881851851824,0.06653630960166469,0.02835855968858128,0.02567113314967857,0.054476001665972475
o1_gr_e06,B,0.023287904699999987,0.03216670589440613,0.08376709429086067,0.010905980932542839,0.022664956740702468,0.06643980582949813,0.02310987951962807,0.025013876960519182,0.040760893996754984
o1_gr_e07,C,0.016030874307479195,0.044946277717870776,0.10428871078124997,0.021563610996434578,0.046096536847051436,0.14432522180214236,0.02400306754239778,0.04923136285374553,0.24150265595463133
o1_gr_e08,C,0.017132695199999992,0.026078253688888886,0.05128953064404431,0.012259865364419231,0.029518703352769664,0.07476086892242034,0.023928346107681756,0.038668812509169155,0.09874660951900013
o1_gr_e09,C,0.019204254220206572,0.026628931012110703,0.042823879896357255,0.012286073881172822,0.026987005478662035,0.06433126536673553,0.021204487553498113,0.037738529127100066,0.10658056484374996
o1_gr_e10,A,0.027654898800000032,0.040338792105041675,0.12567663905325446,0.013689881250000027,0.03857392301062917,0.1302396975415513,0.02066488750181452,0.041904314729080974,0.12251259838750318
o1_gr_e11,A,0.020920631198347132,0.039569794903589826,0.15528736875739646,0.014697463358572227,0.04332400587606841,0.3299272602040817,0.023843870500000017,0.0494605654081633,0.26286221777777774
o1_gr_e12,B,0.019541483736580684,0.030095136684303348,0.16726795758928573,0.012533105752283303,0.03454449801652894,0.13854226275992443,0.024062733476686294,0.03339116338695778,0.08630785484105097
o2_gr_can,Z,0.012003081915563938,0.015140173849525176,0.008112982248520698,0.010610648719723169,0.017674046929065722,0.008001159545700364,0.010540037886485686,0.014135198684432429,0.009765183246607478
o2_gr_e01,E,0.1118658380592312,0.09768013127784086,1.592555049586777,0.027578854382929605,0.03923759964845862,0.10362852916380744,1.3605040246913578,0.17516805860384946,0.09972618461047929
o2_gr_e02,E,0.06814718415637862,0.05343894602101195,0.23488098600000004,0.02240441187500001,0.038229030400714153,0.11815212510116777,100,0.4204518077777779,0.1557820844444444
o2_gr_e03,E,0.0986910264003674,0.07929639659580685,1.1914995207100594,0.02584489981070853,0.045011895155555565,0.10713685190459235,6.928122,0.25386252480000004,0.1397507475662521
o2_gr_e04,D,100,100,100,0.027508900800000024,0.055999045207100626,0.061513675143080135,100,100,3.7113816875000003
o2_gr_e05,D,100,100,4.402297222222221,0.02945609286124675,0.07687850981948025,0.08404161059999994,0.1315880951557093,6.430272499999997,100
o2_gr_e06,D,100,100,13.483688000000004,0.028430770347222228,0.08470074890430972,0.07519701497403698,0.15134420935232465,4.1405520000000005,100
o2_gr_e07,D,12.169686000000002,0.4512602476370511,0.1287434812611541,0.026173305310564852,0.07457171281773933,0.05109310339843754,100,0.7883392770083103,0.29881262969669525
o2_gr_e08,D,100,1.0287686249999999,0.11608740065192744,0.04497106307870368,0.06270198768264701,0.04069533142006801,1.6828802812499999,0.5496048960000001,0.21565167793367343
o2_gr_e09,D,100,100,0.12574698142669294,0.0394987019733513,0.06636969425392471,0.04699258135715426,7.1296305,0.4842304744444445,0.2251811557023843
o2_gr_e10,D,0.04374687491426616,0.14712915720714181,0.7155256673553719,0.02382484890241951,0.055337700024348686,0.06477801184854111,100,100,0.5954528964497042
o2_gr_e11,D,0.05118834221329371,0.2310011201873049,1.3072560763888887,0.020993737061273048,0.05522011067542399,0.06367227315334079,100,100,1.0037627955555557
o2_gr_e12,D,0.09752083640690068,0.4332858116545265,7.8078987500000006,0.03224213371238114,0.08277998010380622,0.050522149844972,100,100,1.1686897600000001
o3_gr_can,Z,0.03085372448224855,0.03218582876033062,0.02648874555359719,0.015228060613943828,0.027869090578512414,0.023281358913813468,0.019309770472895057,0.026901393600000014,0.01800388637864976
o3_gr_e01,D,0.21655469758948143,0.29982384807492196,0.22624278514739227,0.026116608407305383,0.042815528428819444,0.037879563514048274,0.14442098692810462,0.21054606632653058,0.1727787041322314
o3_gr_e02,D,0.24630137142857145,0.2704980416326531,0.2388906890203814,0.025303457636169466,0.04632491699436714,0.0410426553846154,0.1787342834567902,0.2459544196675901,0.18876500249199013
o3_gr_e03,D,0.17532627959547895,0.28838694333333337,0.22056259428911373,0.025523607981859434,0.04177544260789718,0.039938450591579105,0.2096217692307693,0.22042946995464852,0.17146493367346943
o3_gr_e04,E,0.07089405240238064,0.20233872859504137,2.257408388888889,0.03180855600189036,0.04594407725443118,0.0611508682041588,0.5055287407407408,0.20390446712018148,0.09815058758503399
o3_gr_e05,D,0.08705100338565715,0.15342781122448979,0.19080487875,0.027591719067405353,0.04533561736901135,0.044172227705476456,0.2803591087962963,0.3821059524375744,0.40667979818594113
o3_gr_e06,D,0.1265915457003786,0.15391339184746874,0.12738298525377223,0.02826158075573978,0.04171192096957451,0.032176351323991687,0.28563633528122717,0.3627731498216408,0.3030378899999999
o3_gr_e07,E,0.07940956142857143,0.16810225322314046,0.2700824348296377,0.024591225455862824,0.03581923376433634,0.05086342549967952,0.2373735918367347,0.259410467755102,0.10242353093750008
o3_gr_e08,D,0.11994608765859287,0.20501510062499997,0.19484360849645982,0.02627515690637238,0.04345423446280991,0.044439760603566546,0.20384782024691356,0.37776440666666666,0.20125333641975315
o3_gr_e09,E,0.06331711010742191,0.11685712635030868,0.236946253644315,0.03132992206396134,0.03803715007154282,0.07024599722387471,0.20181518750000002,0.17411440432098763,0.11059350730588101
o3_gr_e10,D,0.38776071250000005,0.2532616711758585,0.12768292155612251,0.030529180491786573,0.03992468285439778,0.03977591222222224,0.18591977501131737,0.19164871933871594,0.18015265090909105
o3_gr_e11,D,0.22052742932281386,0.2190502818559556,0.13355822496570643,0.026505021775931045,0.044691929945676764,0.034917770146024874,0.16704061718749993,0.22016323874999985,0.15567969642857135
o3_gr_e12,D,0.3351560850661627,0.25101025878906263,0.1002922958579882,0.03120012973760936,0.042658578332755236,0.0300476479559144,0.20197391043083904,0.20264963894139892,0.15607098030163136
o4_gr_can,Z,0.011641827783558762,0.02418708130986855,0.03865351925078042,0.020348847721066984,0.02829197130394856,0.03680206272189347,0.02170810557094488,0.028617355266272154,0.033685129755605926
o4_gr_e01,A,0.028970674791914376,0.04763894024970272,0.09237687456790122,0.01620338703124999,0.04033615958980931,0.0923427519132653,0.028819219059289275,0.05743310204081631,0.1231919011570248
o4_gr_e02,A,0.02568971358804946,0.048224795753829645,0.08954184760000004,0.013519548156956026,0.04220545356401386,0.11938634852430563,0.02378903939227819,0.057960307892544805,0.1593123997283839
o4_gr_e03,A,0.024826688271604974,0.05617132928240747,0.11838146897126198,0.011290004907024816,0.04245496667200774,0.10217301474622777,0.01904375255102043,0.04834988584057311,0.12282383753086425
o4_gr_e04,C,0.03842556510416665,0.0416170331632653,0.04661824560657597,0.019625484645328713,0.034045075716603576,0.047194126200378064,0.04899451750561501,0.08073040236686388,0.20041937035123972
o4_gr_e05,C,0.03668840761836958,0.04365069221298866,0.05070616781722553,0.01787798214639956,0.03335943329946294,0.05096468498614963,0.04286869739612192,0.07568530020528923,0.14844294771617358
o4_gr_e06,C,0.03607968250000003,0.04340388762912576,0.05408143828125006,0.02005420690284884,0.037979436337809945,0.06048304789670974,0.0450316273871528,0.08257728266059029,0.23627183700178472
o4_gr_e07,A,0.016301322336398107,0.038321698870392426,0.056306094577777806,0.01796027154663522,0.038883975981404986,0.06238792791234141,0.04126451249519417,0.07455943556786705,0.13440842897959188
o4_gr_e08,A,0.021574261253462644,0.051345293383827165,0.07677161585798818,0.014280132936507966,0.03827213580246917,0.07953574351211078,0.039574582063711956,0.06758519965277783,0.10319980274119867
o4_gr_e09,A,0.014915479080932752,0.04131278303850153,0.06234223719271908,0.018241053093396766,0.04208191329549569,0.08122848468173703,0.039005512182423985,0.07353397373961221,0.1478648649843912
o4_gr_e10,B,0.032667964108316,0.06871644309880817,0.321354005102041,0.018841582766439956,0.03627100755025001,0.08310302353395067,0.04799929360000006,0.039265166755555594,0.05981395209984823
o4_gr_e11,B,0.036443729678638945,0.052038771887453227,0.21278050812499993,0.018267656219004155,0.03988736786703601,0.10829585205400745,0.045207426875000005,0.05843827778714793,0.0927226917273673
o4_gr_e12,B,0.03212917593334405,0.06652117440649734,0.3051637640306123,0.018230655324511694,0.039295601516523344,0.09373536071005921,0.041311495963091166,0.04305045730027554,0.0673748388165681
o5_gr_can,Z,0.011712462247324642,0.02060305815972226,0.010257192757570926,0.017333168012303,0.02718684201388892,0.017890663574218774,0.025225410872781105,0.023481255126953152,0.018884073030865277
o5_gr_e01,D,0.19610682530612236,0.2589528486159169,0.23858969367283947,0.026526747037037012,0.03851523946005915,0.051324214399999964,0.14120422906292437,0.16177793347050756,0.15218843777777777
o5_gr_e02,D,0.22487482726326743,0.33106588109393575,0.2027330737240076,0.027211556473517418,0.047655658703512384,0.051974204081632655,0.132033586,0.16793961476355246,0.12725979452054792
o5_gr_e03,D,0.1593517195290858,0.31910299479166665,0.2044542023374726,0.02294925640240791,0.043441356792355355,0.05039436932528112,0.2515836153846154,0.2139982059259259,0.16682126400459632
o5_gr_e04,D,0.1000536238842721,0.21897199456790123,1.7519069795918372,0.025123961183819175,0.04194527238095239,0.05695216379092671,0.08732236141865267,0.20753762913580254,1.2277808593750001
o5_gr_e05,D,0.0705770143613001,0.18973995557655965,0.7638211022222224,0.021969021234567922,0.04451610006247401,0.061394759255962994,0.12297229491124258,0.5644134775086507,0.569744388888889
o5_gr_e06,D,0.07987485467455621,0.2299554075963718,1.19449369,0.02374372730715817,0.042972036033057846,0.059858073223140476,0.13109801723607264,0.36343317769376177,0.3071024896449703
o5_gr_e07,E,0.13631495703125,0.08649368734693878,0.07063180932784635,0.027264947599999985,0.053766726800554034,0.07808095678670356,0.05931019649227112,0.4804959988888888,100
o5_gr_e08,D,0.11857907421875,0.16588526188016525,0.17293786419194207,0.024248201424948684,0.04659727983539095,0.054490030183866514,0.13783880989676037,0.2052267086419753,0.14985857388137355
o5_gr_e09,D,0.10305301654064275,0.13677043621399176,0.18097017901234566,0.03066168718086538,0.04321185697808537,0.0683340361983471,0.09378305574845677,0.16493095540438396,0.29809075069252067
o5_gr_e10,D,0.08298199815327799,0.2102783356250001,0.3919159426020408,0.022914213229690623,0.04370108975426908,0.05597640856186227,0.06804209607372809,0.14936376089695141,0.340162614744352
