File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49
o1-01_gr_e01,B,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.20811352363636362,0.23596658818181818,0.24851057666666668,0.25,0.25,0.25,0.25,0.10589413272727273,0.1730304648484848,0.20924407151515154,0.22877304575757573,0.21119831424242422,0.2246973509090909,0.19761383909090907,0.011127161891891883,0.016139558536585358,0.023387164042553185,0.033303850810810796,0.042432008333333326,0.05497144549999998,0.06826987500000001,0.1248869012121212,0.17495550575757576,0.25,0.21777997000000002,0.18166007969696968,0.14514208878787876,0.11849246727272726,0.23633504606060604,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
o1-01_gr_e02,B,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.21000601878787875,0.2455505115151515,0.25,0.25,0.25,0.25,0.25,0.10870240864864864,0.17890436818181815,0.23066837121212122,0.23817589606060605,0.18931141606060603,0.1661304606060606,0.21601335757575757,0.013359079534883704,0.018242578249999992,0.025397960697674405,0.038998418958333315,0.05049995707317071,0.06115243765957447,0.07345041673913039,0.09788819324324323,0.11228259545454544,0.23465942818181817,0.25,0.2388787903030303,0.24465151818181818,0.25,0.19494069363636363,0.24173233181818182,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
o1-01_gr_e03,B,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.16287428454545463,0.2346281903030303,0.25,0.25,0.25,0.25,0.25,0.08584941224137935,0.1035938517021277,0.19803854,0.25,0.25,0.25,0.25,0.012451765000000026,0.016964742972973,0.025300214888888912,0.03793847463414637,0.051711132244898005,0.06326076375000003,0.07291226411764708,0.15514769151515154,0.13433134484848486,0.2259942393939394,0.22563884757575758,0.19677386393939394,0.19869523636363637,0.18568641606060607,0.2391546675757576,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
o1-04_gr_e04,B,1,0.21072999199999998,0.223109404,0.2238096512,0.21993082479999998,0.22843241,0.20671851519999998,0.25,0.11327799466666663,0.10792778249999999,0.11300529079999996,0.1171299036363636,0.144807034,0.11975196060606057,0.21086999280000002,0.110138322,0.05176577054054052,0.05604534241379308,0.060935176052631546,0.06372374464285711,0.06787440051282048,0.08618176185185182,0.03831028559999997,0.012606020799999975,0.07176148399999999,0.02883347559999998,0.05901148759999998,0.02586241814814812,0.044829799393939364,0.07318329639999999,0.04428490743589741,0.045152132307692286,0.04608670243243239,0.051438379629629605,0.052501601749999974,0.1175341516,0.11017782108108105,0.10494520382352938,0.13354896199999997,0.10674924433333333,0.11281356479999997,0.10645456999999998,0.2370639892,0.2360029824,0.217247364,0.22771416679999998,0.2188536212,0.21865433,0.25,0.25
o1-04_gr_e05,B,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.13232282880000001,0.13050475387096774,0.1327035003703704,0.13353963545454545,0.14650157760000004,0.13119855107142858,0.25,0.07753147560000002,0.05897319604651166,0.06405033812500001,0.0655857616666667,0.06703308741935488,0.07940290983333333,0.185033668,0.010330882307692326,0.012129946800000015,0.0705295944,0.05324565880000001,0.09249125520000001,0.028391998000000022,0.08417918440000001,0.05621635138888892,0.05210632750000003,0.05746929088235296,0.055116378409090935,0.053091585333333365,0.06289840340000001,0.1961490916,0.12552623800000004,0.127257353,0.13658345160000002,0.1288198562962963,0.11747705880000003,0.16702771040000003,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
o1-04_gr_e06,B,1,0.25,0.25,0.2278865836,0.23203736800000002,0.22699360840000002,0.23099567199999999,0.2404181744,0.1299790788,0.11821058972972973,0.11602688156250003,0.1270198368,0.1159869696875,0.11170905481481483,0.136545292,0.13940505880000004,0.05434665939393941,0.05541726341463418,0.061368900000000025,0.060460733684210545,0.05735280703703706,0.066615588,0.1342639596,0.010088455200000006,0.012852590769230779,0.10056977319999999,0.018737335200000007,0.03818993600000001,0.03847421864864866,0.1895601764,0.038578108285714285,0.040913736315789484,0.04298761000000001,0.04497730444444446,0.047180922285714307,0.06097423920000002,0.10797496312500002,0.10081860657142858,0.10534964641025642,0.112686508,0.11244627243243246,0.11550175342857147,0.25,0.25,0.23586640120000002,0.21443582,0.24561082120000002,0.241468506,0.25,0.25
o1_gr_e01,A,0,0.09180556823529414,0.07833225,0.09627262647058825,0.03821548772727275,0.07703130058823529,0.11884719764705884,0.25,0.0804326111764706,0.0784980823529412,0.012977370588235308,0.03976593266666669,0.07464426730769232,0.09975875650000002,0.25,0.12333867117647059,0.1222705094117647,0.030585262941176486,0.04054367888888891,0.07176407950000001,0.11433366764705884,0.25,0.004177329444444457,0.12343710941176471,0.018317804117647076,0.04144959166666668,0.06906270222222223,0.09320663777777778,0.25,0.014535985238095253,0.01503421888888891,0.02487380421052633,0.04383815272727274,0.06773869863636366,0.09151138904761909,0.25,0.08782758941176472,0.05108279647058825,0.032209627058823555,0.048123503333333345,0.08071834176470591,0.10794801470588236,0.25,0.02758295444444446,0.03729907925925927,0.04624370700000003,0.05667628764705884,0.06933942153846155,0.08382938600000002,0.25
o1_gr_e02,A,0,0.12450449529411764,0.053063257058823504,0.020703584705882332,0.026127182857142835,0.05507036055555553,0.07492933105263155,0.25,0.026019487058823513,0.07884671176470587,0.049146448823529386,0.025431415357142828,0.05235501899999998,0.07087972055555553,0.25,0.08153133352941175,0.12227859470588234,0.08166544411764705,0.026109422999999975,0.06190260176470586,0.07241055999999997,0.25,0.004529829999999978,0.09364071294117646,0.05606929058823528,0.029543253499999977,0.07449582470588234,0.07213030166666663,0.22110125647058823,0.015123579499999979,0.029583211764705856,0.02086649499999997,0.03385926666666664,0.052220288999999975,0.07030747499999998,0.2005359676470588,0.02838405736842103,0.03035246833333331,0.07136907058823527,0.039105873529411736,0.08976658411764704,0.08036774235294114,0.18148584294117648,0.044987034444444414,0.051255593928571395,0.055440150370370346,0.056721745428571405,0.062089997391304344,0.06892147652173912,0.12248040352941174
o1_gr_e03,A,0,0.06434208235294116,0.02337086058823528,0.027878387727272705,0.052766896562499985,0.07745087999999999,0.0987692925,0.20613510705882354,0.030304542352941156,0.016988649999999984,0.07351311764705881,0.03546158666666665,0.06033326319999998,0.08430131136363633,0.2404760894117647,0.08278322470588234,0.02646279999999998,0.056444117647058804,0.042441817058823515,0.052420983157894736,0.07325892999999999,0.20135642470588233,0.02012299647058822,0.02121868470588233,0.08316431176470587,0.05218478764705881,0.05539701352941174,0.06305422285714284,0.14920215705882353,0.029223497058823517,0.02526253176470587,0.013799164999999981,0.035082698823529386,0.0367918795238095,0.05287345238095236,0.11955490235294117,0.06373725235294116,0.030435247058823514,0.11416459705882352,0.10191438294117647,0.056410130588235276,0.04016091736842103,0.12245081941176471,0.06815895058823529,0.02873014074074073,0.029697267916666648,0.029290100869565204,0.03201233619047618,0.034561862999999984,0.09273328117647059
o1_gr_e04,A,0,0.017164412352941194,0.02300584681818183,0.031067462857142885,0.04249986280000002,0.055976384482758636,0.06845673550000002,0.25,0.06757235764705884,0.013343974000000022,0.04528526647058825,0.02869999210526317,0.04559458260869567,0.06425180526315791,0.25,0.12214565411764707,0.07943324823529413,0.09599163647058825,0.03337187176470591,0.03892224315789476,0.08034400941176474,0.15374909764705882,0.03359659176470589,0.0212775217647059,0.12314592411764706,0.043005662941176484,0.03267352200000003,0.051805722352941196,0.14244172352941178,0.08016542941176473,0.023641892941176492,0.06791964764705884,0.013413479444444463,0.02601588863636366,0.046549624545454554,0.11066592529411767,0.09657450705882355,0.014807205882352962,0.03513703294117649,0.07502545411764706,0.04942391764705884,0.03993928647058825,0.13516556000000002,0.04464407058823532,0.024063723333333346,0.036466860000000025,0.03413819411764708,0.028620882608695674,0.03728510909090912,0.09829503000000002
