o1_gr_can,178,175,172,165
o1_gr_e01,179,174,243,189
o1_gr_e02,175,179,245,195
o1_gr_e03,208,222,198,204
o1_gr_e04,201,197,193,203
o1_gr_e05,198,221,204,232
o1_gr_e06,218,264,183,213
o1_gr_e07,189,199,241,175
o1_gr_e08,141,181,244,223
o1_gr_e09,158,181,247,223
o1_gr_e10,218,192,203,189
o1_gr_e11,218,203,251,177
o1_gr_e12,199,191,215,209
o2_gr_can,198,203,217,183
o2_gr_e01,299,91,124,213
o2_gr_e02,197,163,95,160
o2_gr_e03,276,102,105,193
o2_gr_e04,70,53,56,89
o2_gr_e05,58,54,193,57
o2_gr_e06,56,63,196,35
o2_gr_e07,61,191,86,153
o2_gr_e08,60,188,96,168
o2_gr_e09,55,170,96,164
o2_gr_e10,296,141,39,107
o2_gr_e11,265,119,44,109
o2_gr_e12,213,66,45,117
o3_gr_can,149,132,138,149
o3_gr_e01,149,126,164,147
o3_gr_e02,148,126,158,146
o3_gr_e03,161,116,157,142
o3_gr_e04,227,93,128,166
o3_gr_e05,165,110,157,93
o3_gr_e06,153,146,167,104
o3_gr_e07,189,146,137,185
o3_gr_e08,168,133,170,149
o3_gr_e09,187,148,136,192
o3_gr_e10,121,144,168,153
o3_gr_e11,158,143,173,138
o3_gr_e12,129,178,166,149
o4_gr_can,150,150,143,133
o4_gr_e01,141,124,216,144
o4_gr_e02,151,127,230,140
o4_gr_e03,174,134,185,131
o4_gr_e04,127,183,197,172
o4_gr_e05,137,163,204,178
o4_gr_e06,149,178,211,158
o4_gr_e07,129,180,210,191
o4_gr_e08,169,155,176,150
o4_gr_e09,145,169,214,171
o4_gr_e10,201,135,133,176
o4_gr_e11,155,139,177,150
o4_gr_e12,197,126,134,158
o5_gr_can,120,147,123,151
o5_gr_e01,136,120,155,149
o5_gr_e02,126,130,150,161
o5_gr_e03,129,111,123,151
o5_gr_e04,166,94,174,97
o5_gr_e05,168,108,158,78
o5_gr_e06,174,109,147,102
o5_gr_e07,74,186,215,24
o5_gr_e08,143,127,152,146
o5_gr_e09,131,151,174,144
o5_gr_e10,154,121,198,124
o5_gr_e11,167,103,198,134
o5_gr_e12,124,139,201,103
