o1-01_gr_e01,B,B1
o1-01_gr_e02,B,B1
o1-01_gr_e03,B,B1
o1-04_gr_e04,B,B
o1-04_gr_e05,B,B
o1-04_gr_e06,B,B
o1_gr_e01,A,A
o1_gr_e02,A,A
o1_gr_e03,A,A
o1_gr_e04,A,A
o1_gr_e05,A,A
o1_gr_e06,A,A
o1_gr_e07,A,A
o1_gr_e08,A,A
o1_gr_e09,A,A
o1_gr_e10,A,A
o1_gr_e11,A,A
o1_gr_e12,A,A
o2-01_gr_e01,B,B1
o2-01_gr_e02,B,B1
o2-01_gr_e03,B,B1
o2-04_gr_e04,D,D
o2-04_gr_e05,D,D
o2-04_gr_e06,D,D
o2-07_gr_e07,B,B
o2-07_gr_e08,B,B
o2-07_gr_e09,B,B
o2-10_gr_e10,B,B
o2-10_gr_e11,A,D
o2-10_gr_e12,B,B
o2_gr_e01,C,B
o2_gr_e02,C,B
o2_gr_e03,C,B
o2_gr_e04,B,B1
o2_gr_e05,B,B1
o2_gr_e06,B,B1
o2_gr_e07,B,B1
o2_gr_e08,B,B1
o2_gr_e09,B,B1
o2_gr_e10,C,B1
o2_gr_e11,C,B1
o2_gr_e12,C,B1
o3_gr_e01,B,B
o3_gr_e02,B,B
o3_gr_e03,B,B
o3_gr_e04,C,B
o3_gr_e05,B,B
o3_gr_e06,B,B
o3_gr_e07,C,B
o3_gr_e08,B,B
o3_gr_e09,C,B
o3_gr_e10,B,B
o3_gr_e11,B,B
o3_gr_e12,B,B
o4_gr_e01,A,A
o4_gr_e02,A,A
o4_gr_e03,A,A
o4_gr_e04,A,A
o4_gr_e05,A,A
o4_gr_e06,A,A
o4_gr_e07,A,A
o4_gr_e08,A,A
o4_gr_e09,A,A
o4_gr_e10,A,A
o4_gr_e11,A,A
o4_gr_e12,A,A
o5-01_gr_e01,B,B1
o5-01_gr_e02,B,B1
o5-01_gr_e03,B,B1
o5-04_gr_e04,D,D
o5-04_gr_e05,D,D
o5-04_gr_e06,D,D
o5-07_gr_e07,B,B
o5-07_gr_e08,B,B
o5-07_gr_e09,B,B
o5-10_gr_e10,A,A
o5-10_gr_e11,A,A
o5-10_gr_e12,A,A
o5_gr_e01,B,B
o5_gr_e02,B,B
o5_gr_e03,B,B
o5_gr_e04,B,B
o5_gr_e05,B,B
o5_gr_e06,B,B
o5_gr_e07,C,B
o5_gr_e08,B,B
o5_gr_e09,B,B
o5_gr_e10,B,B
o5_gr_e11,B,B
o5_gr_e12,C,B
