File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25
o2-04_gr_e04,D,3,0.05534890586400001,0.006687372160409061,0.006005527017056244,1,1,0.0055876929233099,0.0036982360743999998,0.004989749752852373,1,1,0.0007639073420634912,0.0017644810303310782,0.0045390631089972265,1,1,0.0028339636668000003,0.002495548078717201,0.004265547217783062,1,1,0.015590966135714285,0.0059655675255555545,0.00632045332019231,1,1
o2-04_gr_e05,D,3,0.08553494942222223,0.010116574670720002,0.005549336732484568,0.059707204843999995,1,0.006656801541522491,0.004856483398572277,0.004535011009998476,0.0504416199875,1,0.0010388321781477608,0.0020204472819999996,0.004056717221639897,0.08712711354285713,1,0.0023874682848140484,0.0032644506847826073,0.0042781505802615945,0.15276250141249997,1,0.006850535707142856,0.0065275419954285725,0.005639629994177513,1,1
o2-04_gr_e06,D,3,0.11571553805,0.010096834181404956,0.006368735209876545,0.06615603455308643,1,0.006213855112580348,0.004525515497442,0.004508203272562502,0.04266968460714287,1,0.0009468621804444439,0.0018427011052799987,0.0040284161057993085,0.045882825642603556,1,0.0026573208499260344,0.0030687759039515834,0.004426373461332115,0.04589115000946747,1,0.018981441578698226,0.008251663412222224,0.004591266982412887,0.03799401275911112,1
o2-07_gr_e07,B,1,0.025734365827160495,0.0648335352,0.08864897564444447,0.026658927232000005,0.08284970275555556,0.0033691173420246916,0.0036476156181818186,0.004556817006,0.004654586385390796,0.006072319375360001,0.0008956357013333332,0.0014340267188345476,0.0021647171714285715,0.0028794117443786977,0.002337437155555556,0.003322741954815695,0.003354585478200691,0.004468066952675386,0.004830315860978148,0.004609934006135865,0.0103654768,0.013617091351479293,0.014748294267455619,0.01476459142857143,0.020799687907438018
o2-07_gr_e08,B,1,0.043701512064000005,1,1,0.02355576298842976,0.050595544832000024,0.003337031238095238,0.0038247814528925626,0.004314075568253971,0.00462827745535832,0.005339915615224914,0.0010568341714285727,0.0013308370071625358,0.002196016800000001,0.0023135385777777796,0.0020777389914548414,0.00393462742469136,0.004192681234285718,0.00422686344197531,0.004546080786285717,0.0042439607879026986,0.04484537344000001,0.025688871703703715,0.026066272434567904,0.019637745244444452,0.02174320552727274
o2-07_gr_e09,B,1,1,1,1,0.037792216350000005,0.0481741897777778,0.005884059992318247,0.004774044520000001,0.005839646382716052,0.0048413120507936535,0.00406249195371901,0.0012803924571428578,0.0013552463221303953,0.002091336302222223,0.0029209000285714292,0.002087385267354932,0.012223471008000007,0.0034948036937142877,0.004318239562167128,0.005141956152341312,0.0035671188312187633,0.04830135660000002,0.01681550406666667,0.01910614701487604,0.018282204577777784,0.018727712422222226
o2-10_gr_e10,B,1,0.006635781545857991,0.006035939526666669,0.00958865257438017,0.011787013837500006,0.01871349176020409,0.002404824699375001,0.002314142838000001,0.0028607713613165693,0.0036734229283854176,0.004367786347826087,0.0006970406207482998,0.0011744679251033067,0.0017779446939058185,0.0018340651315104177,0.0017345289079861111,0.0026842655144628112,0.0028858280688000004,0.0031718398202662734,0.003846037304347827,0.0036923407541152265,0.008086691192307692,0.007294166475585939,0.00917156246556123,0.009413294180000002,0.028631605890000005
o2-10_gr_e11,A,0,0.000713585222222223,0.0011750135810950425,0.0023594089233333333,0.0037863087025000004,1,0.0009943609166666676,0.001340387217391305,0.0029789744578189305,0.0067386419709141296,1,0.0006017981894531257,0.0013020272951183435,0.0030395606789536283,0.007645184560185187,1,0.0010267869236111123,0.0019125537024000008,0.003715671766642013,0.00776948593055556,1,0.001658552627314816,0.002227477994855968,0.00410020062647929,0.006317658293478262,1
o2-10_gr_e12,B,1,0.004590265362304686,0.005566082027343748,0.007082657756835936,0.011246135822916668,0.04754658899999999,0.0015096259391999991,0.00208368736464497,0.002864963774778106,0.0034047297952806118,0.006352820318877549,0.0005112108424586764,0.0009693295238095231,0.0015173587772108828,0.0017754449347826082,0.0021032435651999995,0.0021007389143518507,0.0024032263143749987,0.0030779929865702473,0.0034564101847826085,0.005227064475585937,0.003218975752499999,0.004131042423822714,0.0069890577015306096,0.007808054796666666,0.015983742187499997
o2_gr_e01,C,2,1,0.015346222453333327,0.012068338517199998,1,1,0.0028921023301263092,0.0030841767532799975,0.003084370770351238,0.010284618368888887,1,0.0009063767551999979,0.0014882787321499986,0.0024000315766944365,0.0039022537452082853,0.011927940048504804,0.04752212136,0.0196371503453125,0.004851801742928995,0.004131331819152723,0.004651647827366863,1,1,0.16581812953999997,0.024821224956686382,0.01167944847088757
o2_gr_e02,C,2,0.007422617111875003,0.008088325867377783,0.007191578240000005,0.006314356645152356,0.39380719056000024,0.002439673009369799,0.0032932965401388913,0.002141468652006613,0.0046978761435528095,0.062025795984444465,0.001119966800073463,0.0016182558202483576,0.0022876109461132817,0.005642162636250002,0.016517222967,1,0.0244241000888889,0.010083811647777783,0.005928311998350002,0.01058331337074911,1,1,0.04877913446000003,0.013896800022825789,0.021912364313437512
o2_gr_e03,C,2,0.022429126994400004,0.015047839622721899,0.006833736730100003,0.2232356847000001,1,0.0025886864935849075,0.0027023814857142885,0.0034920844597935833,0.011361749106296302,1,0.001249478685000002,0.0017074071471077517,0.0030273853222268473,0.005284625403750002,0.018780226067901244,1,0.024036492771200006,0.007331499062222225,0.005376737383068053,0.007314392067864369,1,1,1,0.024809731296875012,0.02500466634026668
o2_gr_e04,B,1,1,1,1,1,1,0.05115995234000006,0.020397385275555572,0.020169142235061742,1,0.1519757814400001,0.0009868787771428584,0.0021337897087500023,0.00254785656715921,0.004173079980356656,0.002197208732108709,0.22127237328000002,1,1,0.12300712952888891,0.010144351613580252,1,1,1,1,1
o2_gr_e05,B,1,1,1,1,1,1,1,0.06779895779999996,1,1,0.06094852393279998,0.0009000819772853171,0.0017203303297599996,0.0029263548245312483,0.004261775640266667,0.0036388324269510924,0.002987919292507803,0.004464812500023781,0.05042041312,0.21980514276000002,0.033520956105000006,0.13538428148000003,1,1,1,1
o2_gr_e06,B,1,1,1,1,1,1,1,1,1,1,0.015216072341157032,0.0009028273649586781,0.0018235237342145774,0.003498109911953127,0.0045699139324007565,0.0033684546029555565,0.0030879419101562506,0.005019815681660901,0.024430609140000007,1,0.10359085688000001,1,1,1,1,1
o2_gr_e07,B,1,1,1,1,0.33068404992000006,0.02476165006,1,0.10667777760888894,0.02014139554000001,0.004718929878208002,0.00408991351015625,0.0009028507759002786,0.0015888099857703764,0.0031443890896149873,0.003969196154350002,0.0029362986307407426,0.02021063930666669,0.04093435884740742,0.01625915334944445,0.009323886751900002,0.00769368867915062,1,1,1,1,0.21036605716000006
o2_gr_e08,B,1,1,1,1,0.30978662400000007,0.01730324669916898,1,0.04171421939999998,0.011577221375999994,0.004597854014631054,0.0036355264637460984,0.001085254469348025,0.0015862059202921828,0.002741736212598714,0.003464375315305571,0.0024103653662300617,0.04822427098222224,0.01646226070222222,0.012299407512199767,0.008222020997549078,0.0062165336521140795,1,1,1,0.3678012598400001,0.05143779591999999
o2_gr_e09,B,1,1,1,1,1,0.020709126208750005,1,1,0.025384972094999986,0.0077133496999999985,0.0032981813947530855,0.0009512555448356443,0.0015043336671999984,0.0028660187003122116,0.0036565059723875424,0.0025284023931164434,0.034575396620799996,0.01620133218743802,0.016898324884688096,0.009295478459224193,0.00616773874269896,1,1,1,0.10374555674,0.04429120855012346
o2_gr_e10,C,2,0.003493096952258067,0.006463852172047751,1,1,1,0.001812843775990483,0.0027068790155555566,0.004757352253134331,0.007384024054615387,0.022831830178269903,0.0010086986014532888,0.002055010594218752,0.0031070825867459875,0.003666996408031328,0.0035096528488000006,1,1,1,0.043868870763200014,0.008968180806666668,1,1,1,1,1
o2_gr_e11,C,2,0.004876910428757394,0.011110752673827164,1,1,1,0.0020110362696274657,0.0023775692308838684,0.008804916094407788,0.013095214813818937,0.027669185861775157,0.0009642589862258954,0.0013967984249307487,0.002760086287828673,0.003961357563386148,0.003386986877349733,1,1,1,0.039968927835200015,0.009094117293333336,1,1,1,1,1
o2_gr_e12,C,2,0.021604411397024792,1,1,1,1,0.002475046823763315,0.0035663325218181826,0.018299123333400006,0.07152268394444446,0.08346001675200002,0.0010152079592924042,0.002004436338290724,0.0036900499759763322,0.004199459740000002,0.00217641536125621,1,0.058073084137600005,0.04615561892666668,0.02086289044,0.006853251300000004,1,1,1,1,1
o3_gr_e01,B,1,1,1,1,1,1,0.003889712036938775,0.004518708213878744,0.005805763116503905,0.006245956051500001,0.004102686650452692,0.0008579707137931033,0.0013039377161157028,0.0021989187285000014,0.002224033411458334,0.001737014569218192,0.0031036000310167666,0.0034675307660000003,0.004758829089583334,0.005480802500826447,0.004096919033081288,1,1,0.12170825639999995,0.03512987646428572,0.03720349748571429
o3_gr_e02,B,1,1,1,1,1,1,0.004694943734859525,0.0051177758668163285,0.005255207450000003,0.005764984089669422,0.004327685360167659,0.0008337805073776492,0.0015464580710449244,0.0023152918565917985,0.002674297094628101,0.0018958815117665828,0.003693520806617649,0.0035845580097656274,0.00522274521379592,0.005806338135123969,0.004215131592187501,1,0.25617948975000016,0.2547452065500001,0.06440572102500002,0.04480982081250001
o3_gr_e03,B,1,1,1,1,1,1,0.003232077361570495,0.004101847744791668,0.005740492073413113,0.004846706811772856,0.005788252523553722,0.0008932054859504148,0.001338755889705884,0.002267375671500001,0.0019845254525510223,0.002125520909404538,0.0038069591750000014,0.004207295180812501,0.004684812200073046,0.004113292249431819,0.004957130211458334,1,1,0.08402319105000003,0.031883738610937504,0.03347594793281251
o3_gr_e04,C,2,0.005509672375680001,0.014290285047704084,1,1,1,0.0027193143348074934,0.0025398852448753465,0.005328447789981096,0.00908135662523413,0.05213157127200001,0.0012475038472651607,0.001543065536094675,0.0026207245366863907,0.0029037742998046876,0.004236866633518006,0.011214024075,0.005307234369421488,0.0041031535888125005,0.0034492203708918062,0.002793751512049861,1,1,1,0.08089025085000003,0.012735827241666673
o3_gr_e05,B,1,0.010195764284023669,0.017994349833333333,0.03348048724200001,0.0952378927875,1,0.0022647250541666672,0.0030371684757352943,0.0044628303387039235,0.0054313855817602055,0.0040462676533125005,0.0008319921363905327,0.0017520486450000006,0.002275325333333333,0.0028224867351851857,0.0023915061317790853,0.004054977117381199,0.005093607699843751,0.008828569279687502,0.00862927353367347,0.004228027295999999,1,1,1,1,1
o3_gr_e06,B,1,0.038537652909375,0.03857523783749998,0.022421826358163262,0.02707873305,0.022941475714285703,0.0025182162326249993,0.0042496847707100575,0.004097118862308673,0.004691599106804732,0.002854842034462809,0.000963300248476453,0.0014040378595588222,0.0022689682739999986,0.002611426668479998,0.001572879668570276,0.004791394113890541,0.0050310276452662705,0.00561767185413223,0.005248614176470587,0.003729893871875,1,1,1,1,1
o3_gr_e07,C,2,0.0186774648,0.051653213578125,0.03155853818671875,0.0491152204125,0.31133960820000006,0.001918641601333334,0.002562818327467722,0.004440006281618085,0.005241060314540817,0.0079134296625,0.0010036375128544424,0.0009833634710059173,0.0019349075704986152,0.0027849176183431957,0.0028593907441828255,0.00606074336928,0.003748004591130341,0.0047014222322916644,0.0043395413538461535,0.0025891798181987935,1,1,1,0.08152403805000001,0.01173482686745152
o3_gr_e08,B,1,1,0.18776762819999993,0.037865519924999994,0.07763421194999996,0.036721902976530614,0.0023812918156190933,0.0036321320355955696,0.0047182557375,0.006322511818787159,0.004469614518440083,0.0007702794234131119,0.0014477573578512402,0.002194652820489797,0.002862238215441177,0.0023771313788831364,0.003528617646491626,0.004659793044187501,0.005508156104501386,0.005361649529268295,0.0035288862591640337,1,1,1,1,0.14972880071250003
o3_gr_e09,C,2,0.011374071850000006,0.012594413409763318,0.013894137625781252,0.015490663995833336,0.14579255441250008,0.0020680173117065565,0.0017708911749895885,0.0035465636098915305,0.005337061955978587,0.00935578025586735,0.003786727050000009,0.0007610431394813745,0.001967108516156251,0.003818349019009698,0.004678334300656406,0.006948667890000001,0.003244069119283633,0.00528270052444898,0.004549217606156249,0.0032769244458984385,1,1,0.09098398725,0.03437539465078126,0.011168358515625
o3_gr_e10,B,1,1,1,1,1,0.016406679030991744,0.006918680035714287,0.006004635870240003,0.0046710469028925635,0.004838463064462813,0.002895302323800001,0.001079021457024795,0.0014603065721329452,0.00204768587647059,0.002323796404775513,0.0020232818594612956,0.004161542347687503,0.004323466263533612,0.004232337728383265,0.005422616464040819,0.004006465968147448,1,1,0.03891955750714287,0.04604552850000001,0.03381133743984376
o3_gr_e11,B,1,1,1,1,0.021622444216666658,0.026106045125510194,0.004259557571883655,0.004706339783333331,0.004362686400727145,0.0041772413989583325,0.003149408466167354,0.0008416273772812491,0.0017000938971383963,0.0023309835801658143,0.0022044289946280982,0.0017269134712962957,0.00287621517352941,0.004482214696347697,0.005091278704411762,0.004786917051826151,0.0039272944079081626,1,1,0.07935467399999996,0.07908852029999998,0.021280581911157018
o3_gr_e12,B,1,1,1,1,1,0.02216195329921875,0.0060782464195312524,0.005553000322222225,0.005052831843164063,0.004608486796408163,0.0021221657821182513,0.0010437672999023448,0.001374062450292185,0.0022370338911352054,0.0018596241562500008,0.001611106613850416,0.0039014429731409873,0.004790174203125002,0.004820490161458334,0.003818606606000002,0.0038435291874182034,1,0.24773108984999992,0.049994532450000004,0.03157065112500001,0.0244308017025
o4_gr_e01,A,0,0.0025011399708333316,0.0031214542064013826,0.005296090276331356,0.005021820725605535,0.009868598806611567,0.0012746150296874985,0.001598022046499999,0.0025248955694999985,0.004038655044959998,0.006624862247368419,0.0008576726314814804,0.0014093849982830375,0.0029742141888888874,0.004494848249556211,0.01038698019413265,0.0013925362098214272,0.0020297084677083324,0.0031902615073961913,0.005664527408879997,0.011073296177999997,0.0017121017181737051,0.0030942125986851716,0.004245168051918366,0.005675409943499999,0.012683198591999997
o4_gr_e02,A,0,0.0026067449760000037,0.0027121791458333358,0.004720465488000004,0.004070851084310021,0.012147272878500008,0.0009928691644132672,0.0015498572175000021,0.0035203815753099203,0.003229423491322317,0.007215189536842109,0.0005720052600000013,0.0018055051315828416,0.00318578745740741,0.004203409577731533,0.022576866694897963,0.0009225695681632673,0.001988151643421055,0.00357554591033058,0.004554852751102042,0.018810928957500004,0.0014245478965927547,0.0028949233334062516,0.00477479008512397,0.005156005577574873,0.04292374318200002
o4_gr_e03,A,0,0.001860986502000003,0.003609393027551024,0.0043200897177600025,0.006696066649500003,0.013359165703125007,0.0006675966105103825,0.0017308166465397935,0.0032263447230000014,0.004180068638241417,0.009477995580622844,0.0004773487874554122,0.0015049493611111128,0.0029227302759259276,0.0040051743668054135,0.015564559792500002,0.0007390923296296319,0.0015806755031574414,0.0030794473187871593,0.003980789998126954,0.009937473138000004,0.001042595824494651,0.0023584478366285135,0.004070840431286985,0.005727016356805294,0.013696480160330583
o4_gr_e04,A,0,0.0030899407406574392,0.003211830161937716,0.004354521725999999,0.004274369785121108,0.0045755219891528915,0.0019736021605263145,0.002097274594736841,0.001842696152497026,0.0030272355328124995,0.0020958279552631574,0.000980834325992438,0.0016971023540816308,0.0020563800377731527,0.0030433701454101554,0.0029354250814878882,0.001955977797216796,0.0024590619651315786,0.003107785698842155,0.0053029383131055355,0.006821194168252081,0.0043266850666666655,0.00514081394391259,0.008085988053826532,0.014583398145833332,0.12247316471250004
o4_gr_e05,A,0,0.003243246086678204,0.004093000959375005,0.0038898155333333376,0.00438969470976563,0.005082324353906252,0.001569805204687503,0.0018789280945312526,0.0020638237351851877,0.002510239628953629,0.0029503827505917178,0.0008152784448979619,0.001739897197959186,0.002204282675892859,0.002788828978157441,0.004139930161983473,0.0016798641603725365,0.0023238713485207118,0.0034133513715976357,0.0041745514151250015,0.007500430570370377,0.004046722077742351,0.004250061632204084,0.007727659487037041,0.010215631734375005,0.03327186303281251
o4_gr_e06,A,0,0.003788077065820317,0.00322592471326531,0.0034505518881198377,0.0045855868266436025,0.005009207578512399,0.0019118967609375024,0.0016508654143876358,0.0023547692574074097,0.003268868626800003,0.0027953540928779695,0.0009869357179687528,0.0016526815209319556,0.00240364897558594,0.003736942002000003,0.003996563853480073,0.0019740527355371924,0.002352200122796108,0.00358388286694215,0.005272538133552632,0.010802694167665293,0.0038471510258026183,0.004758806286734697,0.009172009831286984,0.012914803092857146,1
o4_gr_e07,A,0,0.0006376048785000055,0.0015493299041666711,0.0038285918460000045,0.006640493231250007,0.00468629501188017,0.0014682231436224523,0.0010368164625000024,0.0019426910471191429,0.0031709311394768156,0.002810317190039064,0.0011015733542400026,0.0015432256084821447,0.002549083248193361,0.004112139617793966,0.004726925046710528,0.0018639788206302043,0.002111227195619255,0.003452519513531252,0.00520443602779592,0.007729594255648039,0.0029960059808984674,0.0050458723083984395,0.006307103325619838,0.007624193400439454,0.017061057021093753
o4_gr_e08,A,0,0.0014058536578402394,0.003268928537755105,0.003908171913281253,0.005189517422448983,0.0067946604401250025,0.0008376978601070183,0.0015892745260253928,0.002673813256500002,0.003992962662962966,0.005205470610076534,0.000673048392148762,0.00155864341779337,0.0030354335214497065,0.004651434570960003,0.007671310429500001,0.001565125807500002,0.00210087505946939,0.003280557783090533,0.0046250193547193895,0.0063144850892751505,0.0036643623734693917,0.004258016525369824,0.005707176522656254,0.006738788364839321,0.011126025659179688
o4_gr_e09,A,0,0.0007246506570247898,0.002109749663999997,0.003121499450249998,0.0043326973878749985,0.005513007124896693,0.0007172965499999981,0.0012406230252861594,0.002139763937932524,0.0034499018055671165,0.004591968405468749,0.0011092857776627198,0.0016090614402705498,0.002920285188720702,0.004747863820499998,0.007299530652514791,0.0016663181516646836,0.002231858207142855,0.003789296028947369,0.004735034310374999,0.010857861192857142,0.0025297171979166665,0.004451940430536331,0.006187934926318355,0.007450630020263669,0.026467294670999987
o4_gr_e10,A,0,0.0028442771358750036,0.0034142487807128923,0.006557199950884497,0.012605795805375006,1,0.0016327752616863928,0.0017299481025689577,0.003397513159943183,0.005013058860562504,0.04090990730400003,0.0008850209648437525,0.0014578866777777805,0.0024693205584489816,0.003894025917306125,0.008229445965000002,0.0029268179237024274,0.001776011458320003,0.002514484615178574,0.0033776914237773183,0.003826276247916668,0.006413370675000005,0.0022601266935000034,0.003896714381632656,0.0042072205429687535,0.005993765739473688
