File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81
o2-01_gr_e02,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.09399126666666661,0.08466855859374997,0.12354866796874994,0.16017575086505187,0.16367658823529416,0.18832419031141864,0.3263671735537189,0.2936752602040816,0.9508169375,0.23282247743055554,0.2329738457142857,0.4039606005859376,0.9424278734567902,1,1,1,1,1,0.41092490624999994,0.5321059381688465,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2-01_gr_e03,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6347812222222221,1,1,1,1,1,1,1,1,0.0598932112482853,0.07695824007561436,0.1297106222222222,0.23457769999999994,0.168438446366782,0.25314705325443787,0.3012264166666666,0.42290799999999995,1,0.2935205263157894,0.8854024374999998,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2-04_gr_e04,D,3,1,1,1,0.5249189896193771,0.5417629038461539,1,1,1,1,1,0.7617541570247934,0.4854901866666667,0.4248219876543209,0.5537473424000001,1,1,1,1,0.6259418979591835,0.5053833333333331,0.40717640000000005,0.3420976499999999,0.4638745666666667,1,1,1,1,0.2603099583333333,0.3596386326530611,0.30639158666666666,0.22332023816568045,0.551613,1,1,1,1,0.04208337499999982,0.06545899489795916,0.1289199843749999,0.2621260227272726,0.44470529968782524,1,1,1,1,0.13018095555555548,0.1353055244444444,0.17343709183673459,0.2047015459533607,0.46457592507804363,1,1,1,1,0.2682021329639889,0.3096707999999999,0.29368746938775503,0.24514403878116336,0.3955845994809688,1,1,1,1,0.6278336033057852,0.5769370247933883,0.3938478367346937,0.40050112499999985,0.34103442052469135,1,1,1,1,1,1,0.964566944444444,0.5607665899999997,0.5401257808641974,1,1,1,1
o2-04_gr_e05,D,3,1,1,1,0.7297408194444442,0.6217208175000001,1,1,1,1,1,0.9853614218749998,0.6475643055555556,0.45137296193771614,0.4464302485207101,1,1,1,1,0.5889966094674555,0.5950394374999998,0.5543548749999998,0.49731052071005905,0.3764204827586206,1,1,1,1,0.5450487222222218,0.48772276999999986,0.2880584013840829,0.2591323449999998,0.4001542793367346,1,1,1,1,0.0508154297520659,0.1029969256198345,0.14968039843749986,0.2814187148437498,0.3802391664684898,1,1,1,1,0.22592659999999934,0.12649767555555544,0.18051295847750856,0.27302122837370224,0.31138697530864196,1,1,1,1,0.22755311834319514,0.2426475536332178,0.4284359583333332,0.3721765066666666,0.31687500163265303,1,1,1,1,0.29944672839506153,0.5128198749999997,0.550051548611111,0.6900811899999996,0.4740905691609976,1,1,1,1,1,1,1,0.6515526319444441,0.4418821723356008,1,1,1,1
o2-04_gr_e06,D,3,1,1,1,0.8859326666666661,0.9955332485207101,1,1,1,1,1,1,0.5640671874999998,0.4417620234374998,0.43185841426611793,0.9565738580246915,1,1,1,0.4885719234693875,0.505560644970414,0.6030355799999998,0.42684869387755087,0.4254646127999999,0.8877254626038781,1,1,1,0.4516863999999998,0.5266733124999998,0.29358607555555555,0.26757566975308633,0.3617741339285714,0.889873301939058,1,1,1,0.043028512396694175,0.09563642975206611,0.16177161734693865,0.25673217187499986,0.30104191176470585,0.9659301327160495,1,1,1,0.17312114062499978,0.1326613944636677,0.1761117577854671,0.31081247959183655,0.4227180543999998,0.9406963240740741,1,1,1,0.24150065373961216,0.27268792797783925,0.3767926488888888,0.39744766326530606,0.32859534443288235,1,1,1,1,0.8257790740740739,0.6300398611111113,0.6215887777777777,0.641990917355372,0.3695250946745561,0.8688975290858726,1,1,1,1,1,1,0.7231042727272725,0.4221866900826447,0.5176228287752676,1,1,1
o2-07_gr_e07,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5784665625000001,0.4589798615916953,0.5104338984375,1,0.509862508650519,0.7512647499999998,0.9005928999999998,0.5882541275510202,1,0.4097635102040815,0.23405719526627217,0.29688132638888887,0.361479173553719,0.32871753472222226,0.41061913194444444,0.46969475000000016,0.42473711570247924,0.46123098347107433,0.07592594444444441,0.07479479999999994,0.11176284023668637,0.49173131249999996,0.2524082098765432,0.2381013140495867,0.7417033124999997,0.30587211570247935,0.23205993351800552,0.4563541999999999,0.19810881656804727,0.2742656363636364,0.42603629687499994,0.3541160082644627,0.44623868999999994,0.6016571406249999,0.51273112,0.3989341822222222,0.9317661999999998,0.44324511570247926,0.4561454999999998,1,0.5815871404958677,0.6302500082644629,1,0.6320268958333333,0.5708271511111108,0.7169372999999998,0.6564439090909092,0.8378241358024692,1,0.83555366,0.8903876299999999,1,0.872249826446281,1,1,1,1,1,1,1,1,1,1
o2-07_gr_e08,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5071015147928996,0.5159581733333334,0.5754085288888889,0.6729574556213018,0.9980386400000003,0.8404677851239674,0.7699712986111112,0.7296511111111113,0.9872051481481483,0.2973650246913582,0.25790584023668645,0.2638356711111111,0.44001423000000023,0.30865840000000005,0.33133280888888905,0.6357791093750004,0.3746068112244899,0.3141203391003461,0.060134472222222395,0.08501600000000015,0.15022318518518543,0.22062862500000016,0.26865856250000025,0.29446387500000026,0.37847630612244915,0.31350981481481494,0.22110862629757796,1,0.27044722916666675,0.25173590816326546,0.4189111604938274,0.35363521487603317,0.31460738775510216,0.5231091358024693,0.4398512892561984,0.29773990304709147,0.6026232975206612,0.6615550800000002,0.527879637755102,1,0.6436641736111112,0.6038994319526628,1,0.7350587520661158,0.5879039540816328,1,1,1,1,1,1,1,0.9381006363636365,1,1,1,1,1,1,1,1,1,1
o2-07_gr_e09,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6751409930555555,1,0.5424557932098766,1,1,0.7269236755555557,0.7172984285714286,1,0.5666143867187501,1,0.4015147500000001,0.26669393359375004,0.48094993877551034,0.46159505,0.3639216944444445,0.48098495138888886,0.54610793,0.24400648015122883,0.012213333333333581,0.07605641000000002,0.14032345679012345,0.15016679881656805,0.51239184,0.28607924000000007,0.4334066562500001,0.6461766388888888,0.20886178071833653,1,0.5633050400000001,0.26339821527777785,0.31006915972222227,0.522201640625,0.36310213609467457,0.49539694214876034,0.729656578125,0.2570419704142012,1,0.8174242653061224,0.4622871893491124,0.5522515625000001,1,0.6804528677685949,0.6205871242603552,1,0.44460967000000007,1,1,0.8610256300000001,0.9082920099999999,1,0.9530984900000001,1,1,0.8331450416666667,1,1,1,1,1,1,1,1,1
o2-10_gr_e10,B,1,1,1,1,1,1,1,1,1,1,0.7059838367346939,0.6531901020408164,0.8108955555555556,0.7766296326530615,1,0.7174557407407411,1,0.814650765432099,1,0.4075374687500001,0.38800185937500015,0.5056211224489798,0.4636908518518518,0.8018788055555556,0.65781921875,0.9387323888888891,0.76094553125,0.80547534375,0.18449944444444455,0.23799346938775515,0.3419088800000003,0.2614300987654322,0.5817601200000002,0.3174814800000001,0.7205824400000005,0.40292086000000005,0.45340389000000003,0.055829640625000045,0.1278100816326533,0.42883111111111094,0.16421472839506188,0.5726147777777784,0.3229987222222223,0.4494947600000001,0.29481268750000017,0.21583124913494814,0.26476956250000006,0.2745480781250002,0.5769702500000001,0.30905108641975326,0.7715338125000002,0.4509642653061227,0.6960014800000003,0.3513781400000001,0.3247750088888889,0.5316763469387759,0.44426833333333343,0.8458482800000003,0.4462070909090909,1,0.597551061728395,1,0.728423390625,0.6589658,0.7034100625000002,0.739779640625,1,0.7584893209876542,1,0.9230306093750001,1,1,1,1,1,1,1,1,1,1,1,1
o2-10_gr_e11,A,0,1,0.07675524,0.11997076562500009,0.3690709722222222,0.4149163209876544,0.5247464400000001,0.5770932644628102,1,1,1,0.0734766400000002,0.16244562500000007,0.26854630578512406,0.5992109218750001,0.9100078163265307,1,1,1,1,0.11305881250000017,0.16085118750000013,0.32830660493827163,0.6909586734693879,0.9374370612244899,1,1,1,0.16721722222222185,0.16886081250000012,0.1876196326530613,0.27168747107438024,0.6159302968750001,0.8368181406250002,1,1,1,0.0467410781250001,0.17725500000000016,0.25190666666666667,0.31276165000000006,0.625378828125,0.7690386790123456,1,1,1,0.21607987500000014,0.21143292000000025,0.24782990625000006,0.3661022400000001,0.6249046666666669,0.9278782343750002,1,1,1,0.19756648000000032,0.23054300000000016,0.2864634531250001,0.4047638400000001,0.843120755102041,0.9381232031250002,1,1,1,0.21342536111111135,0.3647499200000002,0.3335494814814816,0.652193448979592,0.7569673437500003,1,1,1,1,0.26181688888888904,0.3249120816326532,0.3795104074074075,0.6797505714285715,0.6803744567901235,0.9453255468750001,1,1,1
o2-10_gr_e12,B,1,1,1,1,1,1,1,1,1,1,0.5270385306122447,0.5194807656249998,0.6638073469387752,0.6909012656249998,0.9104683061224486,1,0.8737608518518516,1,1,0.32320420312499976,0.2966208271604936,0.4157651406249999,0.4539973086419751,0.8403638611111107,0.6220757407407406,0.9281249183673469,0.6759598148148146,1,0.11246592592592572,0.1440343703703702,0.37423681249999996,0.22903612345678992,0.31142629629629615,0.40871251562499994,0.4189207407407406,0.5291408979591835,0.45096769387755087,0.03000830612244867,0.11782727777777761,0.2505078749999997,0.15142670312499978,0.5302918888888883,0.3001136111111106,0.2342489999999998,0.4434503999999997,0.28440497916666657,0.1792030408163263,0.23462419444444413,0.36746995999999976,0.2915282656249998,0.5414724799999997,0.36953020312499985,0.4510528775510202,0.8955912499999996,0.9048254374999999,0.36160733333333306,0.3013522499999998,0.7673173749999994,0.44159849999999984,1,0.5156400617283948,0.551206209876543,1,1,0.4581645714285711,0.43594595312499973,0.8140123999999996,0.5351175925925924,1,1,0.7435874074074071,1,1,0.6838491111111109,0.7041580555555552,0.9941831599999997,1,1,1,1,1,1
o2_gr_e01,C,2,1,1,1,1,1,1,1,1,1,1,1,0.8715124499999995,0.5393970459183671,0.5162680637119113,1,1,1,1,0.3895130027700829,0.4412079722222221,0.39401991003460196,0.45760800694444437,0.2927926978879706,0.6799143799621926,1,1,1,0.1628621419753085,0.17772324382716032,0.26115969387755084,0.2737503727810649,0.26918462825788736,0.4653823920118343,0.9233182711111111,1,1,0.06961940495867744,0.06482654591836715,0.13089129861111093,0.1933038875739643,0.22006360491493368,0.3191515503472221,0.5766643425925925,0.7512608359374998,1,1,1,0.4038804285714282,0.5534455694444442,0.3487068546712801,0.3125311557093424,0.3898575813148787,0.502280588235294,1,1,1,1,0.8592793727810648,0.6225695234375,0.5023640277777774,0.5600300577777775,0.5258909422222222,0.45362207499999974,1,1,1,1,1,1,1,0.7693909642857141,0.6067109238754322,1,1,1,1,1,1,1,1,1
o2_gr_e02,C,2,1,0.9742420800000007,1,1,1,1,1,1,1,1,0.3737485123966944,0.5258555000000001,0.45224240740740757,0.45920985937500025,0.20507894101508914,0.6306214875346261,1,1,0.3406177812500001,0.3832772968750001,0.33754562962962975,0.3814009531250002,0.20113759555555563,0.23446125000000004,0.7787971679687501,1,1,0.16020147,0.20032483950617294,0.2323347037037038,0.24823939506172849,0.1905663760330579,0.3853108202479338,0.8345534285714287,1,1,0.08111404000000011,0.104517917355372,0.17670014,0.17598276888888895,0.24427869754253317,0.5636920355555558,0.6897639511111111,0.8553860969387758,1,0.7054581111111119,0.4505718333333336,0.41214157812500013,0.40302724691358044,0.29380840138408315,0.4440052695312501,0.6090920844444445,0.6985203632812501,1,1,1,1,1,1,1,0.7383978819444446,0.8748589027777778,1,1,1,1,1,1,1,0.8428394266666667,0.76525653125,1,1,1,1,1,1,1,1,1,1
o2_gr_e03,C,2,1,1,1,1,1,1,1,1,1,0.7221125785123971,1,0.7972342839506175,0.6342254600000001,0.33516171224732466,1,1,1,1,0.29933362049861506,0.4386667602040817,0.363596848888889,0.3426170102040819,0.3239375826397147,0.8274129598765433,1,1,1,0.1277956343490306,0.25515797222222236,0.23773988757396472,0.28492042857142874,0.31702701508916326,0.7653752656250002,0.8015982962962964,1,1,0.07530140972222238,0.13359188429752084,0.21888453000000024,0.2009673933518007,0.30912687603305794,0.4550242063492064,0.6644746366782008,0.9771441715976329,1,1,0.49546919444444487,0.7046243469387761,0.8776516326530617,0.4982851300000003,0.3975076297577856,0.47243870987654324,0.6301935951557095,1,1,1,1,1,0.9172333826530612,0.71325296875,0.673907,0.6814658800000002,0.9142355833333334,1,1,1,1,1,1,1,0.7944804532871975,1,1,1,1,1,1,1,1,1,1
o2_gr_e04,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2512806400000005,0.30466176543209905,0.40807785937500024,0.33295661111111124,0.800933444444445,0.7773158367346942,1,0.7743228400000005,0.42258671074380183,0.06767315972222236,0.0859192800000001,0.14213742603550308,0.2934661728395063,0.21834189940828408,0.21549879555555568,0.30772401183431963,0.41639772839506184,0.14742677142857147,0.35218529000000015,1,1,1,1,1,1,1,0.31159745775623277,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2_gr_e05,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.22814919999999939,0.4342998124999997,0.3429629899999998,0.7519564374999992,0.9252618124999997,0.9890093124999996,0.7922943611111108,1,0.5523493541666664,0.0638184444444443,0.08572292361111092,0.14473155621301748,0.2344542222222221,0.23414792857142838,0.3918523599999997,0.35013185204081615,1,0.22156152133194587,0.24197205612244882,0.22561716343490296,0.223935674197384,0.43933214256198333,1,1,1,1,0.8769673066666668,0.33400816322314036,0.40372131519274373,0.6188021882716048,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2_gr_e06,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.19604787500000012,0.3673731200000001,0.499858166666667,1,0.7869631875000002,1,0.9567618750000003,1,0.2696624100000001,0.06245744444444446,0.09182999305555559,0.17323558677685952,0.21313428994082848,0.30182690909090915,0.3707984444444445,0.39165456000000004,0.4782384400000001,0.23067559122085052,0.16636999750000003,0.2406822991689751,0.23739862962962963,0.4087632986767486,1,1,1,1,1,0.30717625443786983,0.5585243398437498,0.7518656622222225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2_gr_e07,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8185764355555554,1,1,1,1,1,0.5870976608996542,0.6308542755555555,0.681503841836735,0.3628388686224491,0.2778081250000005,0.23601130612244933,0.8685473055555559,0.9115896666666673,0.9749476875000009,0.4590867190082647,0.5712016100000001,0.5486664583333336,0.2770646718192628,0.06677579338842989,0.08721506944444457,0.1699294600000002,0.24458711570247949,0.26660075739644984,0.3003221155555557,0.3740569693877553,0.5204928541666668,0.21557394775510208,0.22161458024691386,0.2808164687500002,0.5179315277777783,0.6368034775086505,1,1,0.916354431952663,0.7910473316326532,0.49113498412698425,1,1,1,1,1,1,1,1,0.9191537142857145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2_gr_e08,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5587370158730158,1,1,1,1,1,1,0.5617751688888886,0.6632794082840237,0.3772498563327032,0.28644899999999973,0.5464899999999995,0.3458719999999997,0.5035849999999997,0.3402441157024792,0.4217597024793387,0.439975861111111,0.51863220661157,0.21973353999999995,0.08561221874999998,0.07487424444444435,0.16247080991735524,0.20140165306122443,0.2438216627218934,0.35630278512396685,0.2883463125,0.3986546989795918,0.17111581632653058,0.27892804081632633,0.6434756249999999,1,1,1,1,0.7307716428571427,0.6782088622448978,0.38633015702479334,1,1,1,1,1,1,0.9795253964497042,0.8487663622448979,0.6170857345679012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
