File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16
o1-01_gr_e01,B,1,1,1,1,1,0.09179652359693877,0.13270067653979242,0.12758608247041414,0.12105337651169043,0.08748964411064841,0.059381768124999984,0.08442858216387504,0.08893836378911994,1,1,1,1
o1-01_gr_e02,B,1,1,1,1,1,0.08258342003780719,0.13490592318244166,0.10603820118343191,0.1212676351725875,0.056284073731138536,0.13297092656670506,0.1143778713842975,0.17873067520775612,1,1,1,1
o1-01_gr_e03,B,1,1,1,1,1,0.05669027321663382,0.1359311797091413,0.11334616970486118,0.16815632888888893,0.07911796964887922,0.11480501080000005,0.08888895229289949,0.12567070821005924,1,1,1,1
o1-04_gr_e04,B,1,0.23295147241011038,0.28635764669421493,0.27614381258487997,0.46727201913265304,0.06798665255523692,0.05770325968320034,0.06021850229568406,0.07404148743775463,0.05331240664532841,0.052841982851473894,0.05378241746165918,0.06746719049967125,0.21235524958677682,0.2906282022605592,0.23842375079999997,0.6079384155124652
o1-04_gr_e05,B,1,0.39893436489795925,0.4408412255859377,0.357345479289941,1,0.05878263426335059,0.0676679236767486,0.05837057958084337,0.08379460283950618,0.05477725619452662,0.061274420132325175,0.05312212546227812,0.08395909606481483,0.4878345204081633,0.5030571659807958,0.421889843912591,1
o1-04_gr_e06,B,1,0.35000442951059185,0.25694778384006667,0.32111390795529265,0.31217794598337956,0.08958030878796024,0.049358203074504316,0.06230233582900617,0.06138066825929755,0.07791345416666669,0.04235610891089109,0.05858155265965557,0.05286499966759003,0.27542942970521544,0.21198147512755108,0.2684766209829868,0.7286638027681661
o1_gr_e01,A,0,0.019618815510204127,0.0362171473834105,0.10559987901744723,0.46864265082644624,0.02498881574394468,0.03828874792243769,0.10299775053254441,0.4702177256235829,0.02655517242815497,0.05017847404958679,0.11052826363880676,0.43419017768595053,0.04677243366285122,0.0571527438016529,0.09164052711578163,0.26571973186409553
o1_gr_e02,A,0,0.032979077932098706,0.01812703365384611,0.06912860938775509,0.38585539249999995,0.020194117192147483,0.031726589792060444,0.07612840017236426,0.2467406944444443,0.030283213975694397,0.04339340690637233,0.08731726254232067,0.2563251888888889,0.05764858873456788,0.06966460108024687,0.08975212442607894,0.18179565022675742
o1_gr_e03,A,0,0.04856780543209872,0.04662328046335485,0.08426948780487804,0.2568929644970414,0.02166155319999996,0.03677346833648388,0.0774820653050255,0.19120536937499993,0.02495446647230317,0.03577704761904756,0.06384060595041319,0.12862547487550927,0.05023939755917155,0.05029825785123964,0.05627891563786007,0.08586539973958329
o1_gr_e04,A,0,0.030761294924554206,0.04713298891408417,0.07017380034722226,0.2647378831360948,0.018357961250000044,0.030275147727272772,0.06328859173553722,0.1647953502066116,0.019894859410430885,0.03173441106484242,0.04366311712247328,0.13226109370756003,0.03337300859504135,0.05671247900826448,0.05530175718450651,0.090858957517701
o1_gr_e05,A,0,0.03192934279999994,0.03831839155415106,0.06602183916239691,0.24910459555555547,0.01812521237358708,0.026708816296296237,0.0636468658333333,0.14458499414062492,0.02703569234567895,0.0299191717687074,0.04975802472453638,0.1408798317656544,0.056088786860879855,0.054383976156276874,0.04464453187200799,0.11461978449905479
o1_gr_e06,A,0,0.044127065398335295,0.04696709556694139,0.07598781553762426,0.18203501005458195,0.019859807580174884,0.031225698863636322,0.06368393116507012,0.1485128220118343,0.02302405765595459,0.030176260030864148,0.0420334770223058,0.14990412426035502,0.04422726572261554,0.048646016642011784,0.038714930484693856,0.08465291167355367
o1_gr_e07,A,0,0.021221056818181757,0.06284451311953347,0.10564045035671818,0.22776754709141275,0.03060791496598634,0.05523637757201642,0.10693151000976558,0.2594294628533858,0.03882276799524089,0.06347766235764847,0.12886523633156968,0.5005728450413223,0.03737778138888886,0.06100835418783565,0.12043968114616668,1
o1_gr_e08,A,0,0.028133621878715792,0.04674849707031249,0.061178088124999995,0.09861461687499999,0.016157167652859957,0.034962913741820326,0.06240729191883233,0.11551642578125,0.02523478528934558,0.044436699893200426,0.08589395231255387,0.20204223082542003,0.03922892517301038,0.053626379999999974,0.09126945634920636,0.217674354786371
o1_gr_e09,A,0,0.036878109861591644,0.0379798167757287,0.062068000730460135,0.08471872108843537,0.018692711249999962,0.030332687939426686,0.05488970312499997,0.10824534026465028,0.02628778465199283,0.039875094214876,0.07925754214360041,0.17400486375,0.035760268329554035,0.048437255423553725,0.09148742644557822,0.2454058444119795
o1_gr_e10,A,0,0.04897903993105435,0.0634145820166619,0.08555352993068686,0.42965165500000013,0.02825921428571434,0.040565788347205735,0.09262881393819852,0.4673517232,0.027431621621621678,0.0420728871742113,0.08581309760802475,0.3120862711111112,0.037235726913580305,0.0465340474493206,0.11052493048469392,0.2621337169614985
o1_gr_e11,A,0,0.03712295529513893,0.048389555739645006,0.08778597241979973,0.5413414250000002,0.024988249565972263,0.0474612286857495,0.09788879991837567,1,0.028626114535610203,0.053258940355029614,0.11395804560491497,1,0.0393610822704082,0.06143527892089625,0.1393172167611846,0.8283449422222222
o1_gr_e12,A,0,0.03740068478260869,0.032259385349338275,0.07310720085847748,1,0.02045510243055557,0.0371982738715278,0.0888810445580716,0.517168208677686,0.028867041115311947,0.038142100374843835,0.08663236822773185,0.2444448586456279,0.0460960299038804,0.0466538110937848,0.07573062564878892,0.19893348919753098
o2-01_gr_e01,B,1,1,1,1,1,0.09608075555555567,0.12667168480725635,0.1488637550000001,0.3714553827160495,0.09135285975897924,0.1811556745562132,0.17335899168975077,0.36209459027777796,1,1,1,1
o2-01_gr_e02,B,1,1,1,1,1,0.08472144378698214,0.12330287499999998,0.15218481994459832,0.24233369333333332,0.06355553565760759,0.18835989619377158,0.2534346020408163,0.5702538749999999,1,1,1,1
o2-01_gr_e03,B,1,1,1,1,1,0.05661846527777777,0.1538322222222222,0.28214965277777776,1,0.06799928879999999,0.1932408125,0.1545107256235827,0.24002793749999993,1,1,1,1
o2-04_gr_e04,D,3,0.31649607248520706,0.10686906325259515,0.3311881884,1,0.06996714408163263,0.06821656740014793,0.3886406192536506,1,0.03406434937499998,0.05796144013705994,0.4350456127547666,1,0.17785728858024696,0.0876086240512734,0.6638366753472219,1
o2-04_gr_e05,D,3,0.4094256897506925,0.12050623427891295,0.22989145266206276,1,0.09220899964400137,0.0713699762187871,0.23424481751479279,1,0.035427009467455584,0.059173169064381165,0.20798414024835646,1,0.10823544032921804,0.12068925388888888,0.2606813028846154,1
o2-04_gr_e06,D,3,0.3692216620498614,0.12627484960937502,0.25097209495317374,1,0.08546233025147926,0.07034026070791191,0.21964337391868513,1,0.037602192276878686,0.05941927875268272,0.1723850041522492,1,0.20375153317901223,0.13843420850480112,0.15554985400977672,1
o2-07_gr_e07,B,1,0.448240388429752,0.6459265882352939,0.571020635,1,0.08144921141581633,0.08386726314277507,0.09477866311134234,0.10093488252046988,0.06957615166204983,0.07396425105728566,0.09765192960000002,0.09993308357968288,0.26533533727810643,0.27155765943877547,0.3200483964334705,0.3986859062499999
o2-07_gr_e08,B,1,0.5505981453287198,1,0.6644673702422146,0.5502767100000002,0.06915707605482398,0.09379198822177538,0.1018642324044815,0.08892985717773437,0.08220418680000002,0.09842927555555557,0.09178642508917956,0.0870431042240588,0.5146977685185187,0.4650701020408162,0.460539161157025,0.42628446701388906
o2-07_gr_e09,B,1,1,1,0.723339962962963,0.6759700679012344,0.10900931301652894,0.11818944896449705,0.11867327615933414,0.08138005358316897,0.11141834311224492,0.09329773876543211,0.09987812780348879,0.08477108547008547,0.5744610510204079,0.3908201838842975,0.42557240495867765,0.3349357360285375
o2-10_gr_e10,B,1,0.21366181611570256,0.21023674560000002,0.3022195374149661,0.45862967187500003,0.057181314013840856,0.08734886784599379,0.09772886924762604,0.10108597975308645,0.06237122059897739,0.07960059631821172,0.1195691227887617,0.08610683986686393,0.2289555216,0.2470308930041152,0.30066435360000004,0.51176708
o2-10_gr_e11,A,0,0.027296753086419774,0.05971628628117917,0.12214171223958332,1,0.034899882716049394,0.07738882249817387,0.18302642658875098,1,0.031836547851562536,0.0793104519628099,0.17420906575963724,1,0.062036018888888926,0.10672903344671204,0.21331811496913577,1
o2-10_gr_e12,B,1,0.12867543184183136,0.18717622711058257,0.28511392639999994,0.8885926419753084,0.041990404844290605,0.06643187902695591,0.12142770898437498,0.10706951935719497,0.04449454394531245,0.061732746249999956,0.11532035434007125,0.11166712488521575,0.1173488657648283,0.17756180384087783,0.2707540018903591,0.3867172592592593
o2_gr_e01,C,2,0.5838880820312498,0.1914141475312314,0.4487196815816856,1,0.05115718006920412,0.05515032129248587,0.09821200812089542,0.783566605536332,0.1625826302021402,0.11083368756503639,0.0780466982716049,0.12168361457777772,1,1,0.4070162512755101,0.21255123740108278
o2_gr_e02,C,2,0.17235036284722224,0.12898754734651408,0.11826840035273369,1,0.041802656030286656,0.04707064062051136,0.07933530940023067,0.48420360650887584,0.08175426652892569,0.09591337151187009,0.1163764547750229,0.24611801827160493,1,1,0.40479668044077144,0.34346570987654323
o2_gr_e03,C,2,0.2856962716049384,0.1556673980530017,0.32280906000000015,1,0.04820148206018522,0.05673276506172842,0.13185810243383744,1,0.09307313832199555,0.12665399042579997,0.10384400184240364,0.18084176500000004,1,1,0.5126427750342937,0.35677138734567915
o2_gr_e04,B,1,1,1,1,1,0.05903261602497406,0.11700785322359397,0.16343544640000007,0.10625354875000008,0.06651697612488526,0.1847510429687501,0.23874810750000006,0.13281431977146815,1,1,1,1
o2_gr_e05,B,1,1,1,1,1,0.061504706994328834,0.10084946913580238,0.1752914007561436,0.17021452136752135,0.05514748190542256,0.09982750160229382,0.35816561538461517,0.23582705078125005,0.5027933379501385,1,1,1
o2_gr_e06,B,1,1,1,1,1,0.0507257604166667,0.11088572967863897,0.15425680578512402,0.10742026080000004,0.05699466286892364,0.09234129946145127,0.6561560000000001,0.35701225444444445,0.9503648595041322,1,1,1
o2_gr_e07,B,1,1,1,1,0.3492468313148788,0.076595857312723,0.13669594135802482,0.10551690105601473,0.08446858714681442,0.054917684703433986,0.1870609881198347,0.16871092592592593,0.12330783857709758,1,1,1,0.9887676488888889
o2_gr_e08,B,1,1,1,1,0.3041306530314098,0.05113315289256194,0.0975349176954732,0.09059797989083593,0.07022054546440973,0.13622592041522488,0.18296371180555554,0.1536538355029586,0.09647422811254681,1,1,1,0.6046424512471653
