o1_gr_syn_can,101,100,100,90,90,90,90,90,90
o1_gr_can,50,49,56,50,42,64,49,49,58
o1_gr_e01,65,80,78,67,92,84,107,95,14
o1_gr_e02,72,75,72,71,72,63,76,81,65
o1_gr_e03,80,98,46,73,92,42,79,84,54
o1_gr_e04,62,97,53,61,81,62,78,96,60
o1_gr_e05,60,101,43,62,99,28,82,124,15
o1_gr_e06,71,76,70,69,76,68,79,87,56
o1_gr_e07,70,150,2,74,116,29,76,94,55
o1_gr_e08,72,90,34,65,74,26,77,64,35
o1_gr_e09,67,75,65,59,107,50,86,87,1
o1_gr_e10,63,83,53,72,90,48,73,87,46
o1_gr_e11,63,130,10,77,109,26,77,92,43
o1_gr_e12,61,102,69,60,76,64,71,81,63
o2_gr_can,56,49,50,61,42,44,56,61,52
o2_gr_e01,10,19,17,67,62,46,0,0,0
o2_gr_e02,28,0,0,61,57,37,0,0,0
o2_gr_e03,68,100,0,100,131,0,50,116,0
o2_gr_e05,19,0,0,60,61,54,0,0,3
o2_gr_e06,29,0,0,63,50,41,0,0,0
o2_gr_e07,100,89,63,123,50,16,48,0,0
o2_gr_e09,33,0,0,53,66,77,0,0,0
o2_gr_e10,28,5,0,64,58,48,0,0,0
o2_gr_e11,114,52,0,132,50,0,48,75,0
o2_gr_e24,16,9,12,72,48,31,0,0,0
