File,Class_GT,M1,M2,M3,M4,M5,M6,M7,M8,M9
o1_gr_can,A,0.02133839594059408,0.02212743530000002,0.020146842100000013,0.020670825666666687,0.022873426000000023,0.01806121444444446,0.022742717888888916,0.023110711444444466,0.022299637222222248
o1_gr_e01,B,0.07235476544554456,0.06674662920000002,0.09737146830000003,0.0512858317777778,0.049231456304347845,0.10104889511111116,0.04481899934579442,0.10235273368421058,0.14349049011111112
o1_gr_e02,A,0.055619416930693076,0.06182013830000001,0.08985401580000002,0.038018965222222235,0.058934224888888914,0.09560467000000002,0.04039506233333334,0.06372910944444443,0.10130420055555554
o1_gr_e03,C,0.06037451118811882,0.08127620990000003,0.14507810070000002,0.04625713711111113,0.06340615858695652,0.140349584,0.05365791844444446,0.07699982822222223,0.13001103044444445
o1_gr_e04,A,0.06854137277227726,0.057127391300000045,0.1268004184,0.05577429988888891,0.06142923022222224,0.1184060578888889,0.03530749766666668,0.06746894083333337,0.12165642333333339
o1_gr_e05,B,0.07418670980198021,0.06047571049504952,0.1332077944,0.05955629844444446,0.06004147454545456,0.14016887288888888,0.0396446357777778,0.09231052395161289,0.14945124266666668
o1_gr_e06,A,0.054589645247524764,0.06489096979999999,0.10243969550000001,0.04491726522222224,0.06021958655555558,0.10498969355555558,0.0414886437777778,0.06699314077777778,0.11727946866666666
o1_gr_e07,C,0.07898828029702973,0.10759206426666665,0.18072460280000008,0.05007950266666669,0.08897896474137934,0.17041290300000003,0.06842200222222224,0.0712234859574468,0.14339857488888894
o1_gr_e08,A,0.039104595841584155,0.056072508600000015,0.09046052779999998,0.040494974,0.056776848888888905,0.09111766355555553,0.04789993133333335,0.072652917,0.09171765866666666
o1_gr_e09,B,0.06291127910891091,0.06742217570000003,0.09922146800000001,0.059344180666666684,0.059661539719626185,0.11341191555555558,0.037834634333333346,0.10303557411111111,0.139946112
o1_gr_e10,A,0.06506180534653466,0.0656322012,0.11806341079999999,0.041883081333333336,0.05858584322222227,0.12188085188888888,0.05175887500000001,0.07046302444444448,0.12196167944444443
o1_gr_e11,C,0.08184708831683168,0.09245159023076922,0.16227536049999997,0.042012519555555565,0.08117737449541289,0.15543447644444444,0.0545178428888889,0.08297002445652173,0.14704531944444443
o1_gr_e12,C,0.06624174960396038,0.05656602098039218,0.11820306819999998,0.058676285666666675,0.05813706300000002,0.09895738000000003,0.05536289455555556,0.06741997733333334,0.10284852977777778
o2_gr_can,A,0.04019787207920793,0.0433015615,0.0447445584,0.03748097933333334,0.04368147877777778,0.044338575000000005,0.044333783999999994,0.042532440777777784,0.043811683000000004
o2_gr_e01,D,0.1524741637623762,0.15429602169999998,0.1630974999,0.06525237077777779,0.10794900611111112,0.14788409144444445,0.16566672,0.16566672,0.16566672
o2_gr_e02,D,0.183126255049505,0.23000000000000004,0.23000000000000004,0.09580387666666669,0.12680633500000002,0.17215495922222224,0.23000000000000004,0.23000000000000004,0.23000000000000004
o2_gr_e03,F,0.15856560237623762,0.13209446020000004,0.24050005000000002,0.05187918110000002,0.1541883888549618,0.24050005000000002,0.16839228555555558,0.15793596637931032,0.24050005000000002
o2_gr_e05,D,0.2883939434653466,0.34549995,0.34549995,0.13938758033333337,0.15632584911111114,0.19749560222222226,0.34549995000000006,0.34549995000000006,0.33781044688888895
o2_gr_e06,D,0.1767168401980198,0.23000000000000004,0.23000000000000004,0.09214026544444447,0.14050017322222225,0.17018203522222225,0.23000000000000004,0.23000000000000004,0.23000000000000004
o2_gr_e07,G,0.07557555277227723,0.09954173029999999,0.1624102818,0.05662241292682929,0.15817939155555558,0.193886829,0.14008365433333336,0.20192112,0.20192112
o2_gr_e09,D,0.0951018187128713,0.11562504000000001,0.11562504000000001,0.06710256877777779,0.08202931355555557,0.1010622997777778,0.11562504000000001,0.11562504000000001,0.11562504000000001
o2_gr_e10,D,0.1793565954455446,0.22206357780000005,0.23000000000000004,0.09006971333333334,0.12537956533333336,0.15838371400000004,0.23000000000000004,0.23000000000000004,0.23000000000000004
o2_gr_e11,F,0.08072445517543861,0.1811926868,0.24200006000000002,0.07610467242424244,0.21008642566666663,0.24200006000000002,0.17059603844444446,0.13393882488888892,0.24200006000000002
o2_gr_e24,D,0.09140688376237631,0.09819223880000007,0.10019367160000008,0.04803282511111113,0.07641831055555559,0.09228945255555561,0.10112502000000007,0.10112502000000007,0.10112502000000007
