o1_gr_can,Z,E
o1_gr_e01,A,A
o1_gr_e02,A,A
o1_gr_e03,B,A
o1_gr_e04,B,A
o1_gr_e05,B,A
o1_gr_e06,B,A
o1_gr_e07,C,A
o1_gr_e08,C,A
o1_gr_e09,C,A
o1_gr_e10,A,A
o1_gr_e11,A,A
o1_gr_e12,B,A
o2_gr_can,Z,E
o2_gr_e01,E,"['D', 'E']"
o2_gr_e02,E,"['D', 'E']"
o2_gr_e03,E,"['D', 'E']"
o2_gr_e04,D,D
o2_gr_e05,D,D1
o2_gr_e06,D,D1
o2_gr_e07,D,D
o2_gr_e08,D,D
o2_gr_e09,D,D
o2_gr_e10,D,"['D', 'E']"
o2_gr_e11,D,"['D', 'E']"
o2_gr_e12,D,"['D', 'E']"
o3_gr_can,Z,E
o3_gr_e01,D,Z
o3_gr_e02,D,Z
o3_gr_e03,D,Z
o3_gr_e04,E,Z
o3_gr_e05,D,Z
o3_gr_e06,D,Z
o3_gr_e07,E,Z
o3_gr_e08,D,Z
o3_gr_e09,E,Z
o3_gr_e10,D,Z
o3_gr_e11,D,Z
o3_gr_e12,D,Z
o4_gr_can,Z,E
o4_gr_e01,A,A
o4_gr_e02,A,A
o4_gr_e03,A,A
o4_gr_e04,C,A
o4_gr_e05,C,A
o4_gr_e06,C,A
o4_gr_e07,A,A
o4_gr_e08,A,A
o4_gr_e09,A,A
o4_gr_e10,B,A
o4_gr_e11,B,A
o4_gr_e12,B,A
o5_gr_can,Z,E
o5_gr_e01,D,Z
o5_gr_e02,D,Z
o5_gr_e03,D,Z
o5_gr_e04,D,Z
o5_gr_e05,D,Z
o5_gr_e06,D,Z
o5_gr_e07,C,D1
o5_gr_e08,D,Z
o5_gr_e09,D,Z
o5_gr_e10,D,Z
o5_gr_e11,D,Z
o5_gr_e12,D,Z
