o1_gr_syn_can,211,210,210,210
o1_gr_can,114,124,103,126
o1_gr_e01,161,180,216,125
o1_gr_e02,163,161,167,156
o1_gr_e03,186,145,175,142
o1_gr_e04,159,163,171,157
o1_gr_e05,164,137,200,113
o1_gr_e06,165,162,172,153
o1_gr_e07,198,139,173,156
o1_gr_e08,167,110,166,94
o1_gr_e09,157,157,196,87
o1_gr_e10,156,153,173,133
o1_gr_e11,183,128,184,132
o1_gr_e12,153,186,158,150
o2_gr_can,124,106,127,114
o2_gr_e01,95,89,22,15
o2_gr_e02,88,49,27,19
o2_gr_e03,278,14,256,17
o2_gr_e05,89,38,23,47
o2_gr_e06,82,55,28,18
o2_gr_e07,206,147,133,3
o2_gr_e09,95,69,18,47
o2_gr_e10,89,64,30,20
o2_gr_e11,270,0,177,24
o2_gr_e24,85,68,34,1
