File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49
o2-07_gr_e07,B,1,1,1,1,1,1,1,1,0.008361968883333334,0.013679849224999999,0.017967042783431957,0.015848961009777777,0.016477440696888893,0.01050063039338843,0.18297928320000006,0.005055072641975309,0.005119267911111112,0.005214669738842976,0.006568995328000001,0.006110998796694214,0.007255118948096888,0.006308972656000002,0.0011799345142857144,0.0020764678059171596,0.0027666111573333334,0.004381196244444446,0.004737452080473373,0.005555599621301776,0.0033595559419738403,0.0046737856,0.004706788187500001,0.0055934622625000005,0.007162628685714284,0.007850216291555556,0.0075421259375000015,0.006124245012479998,0.008537099393771626,0.009059654012500001,0.009812386675,0.011319105777777779,0.013931138026035506,0.011283963105882353,0.011660980246913581,0.059569731200000024,0.09141254640000004,0.04690412860000001,0.0995268456,0.041735063552000004,0.07228828195555558,0.12042295440000002
o2-07_gr_e08,B,1,1,1,1,1,1,0.26689902400000004,1,0.009722321639889198,0.016222862011834326,0.020277909157024796,0.02246857843305786,0.01610246220800001,0.010105339481285452,0.024052605024000008,0.005025321155555557,0.0055032249440000024,0.0050106495129600016,0.006171453815873018,0.006923700520634924,0.006638810920634923,0.007192286750138507,0.0013431794285714308,0.00196284285714286,0.002598114972444448,0.004380965711111115,0.003493683587543256,0.003903121793771629,0.003769703960680531,0.008965007788429758,0.0056507135308642,0.005447224491966761,0.006403042558024694,0.005367135528166354,0.0065011230480000026,0.0055980689408000025,0.011532728987500006,0.013417835050666672,0.013074309850000004,0.014130328874666667,0.012039125916049389,0.01253934056747405,0.014675628899555563,1,1,1,1,0.1217828584,0.12073426960000004,0.24474793280000004
o2-07_gr_e09,B,1,1,1,1,1,1,0.31087300160000003,1,0.018239340879338845,0.030552992400000006,0.02532593929600001,0.02606986364297521,0.016283380739100347,0.013904842566204985,0.02410047472,0.02806311244800001,0.005320556019659739,0.006248746578512398,0.008653518037500002,0.006679630247933885,0.0066325902034026505,0.004821802023111114,0.000981878488888891,0.0017142462749999998,0.0024822309750000015,0.004196217600000001,0.004146961528027683,0.007403004311111114,0.0036430031431111134,1,0.00603490525714286,0.0049553580941828265,0.006356180098765432,0.007085804029629632,0.008727981885121111,0.005287298737777779,1,0.009044034153086421,0.012550222514285721,0.010971881655363327,0.012461860775,0.0159884611218935,0.008255586040236688,1,0.10192980560000002,0.05471600540000001,0.07208007395555559,0.0744332064,0.22575291199999997,1
o2-10_gr_e10,B,1,0.018910818960000002,0.01501178566666667,0.016256905041666672,0.03560956983333334,0.03899525608333335,0.06363126525000001,0.06633607387500003,0.005566494739583335,0.006467931409090911,0.007234080464876036,0.007790984062500002,0.009631987283057857,0.00958399027083333,0.013912966842592593,0.004073176195312503,0.003138231406250002,0.003349303829081634,0.005847997192500002,0.004593516845663268,0.00678434893229167,0.004941830019031143,0.0007543746237244903,0.002246114833333337,0.002232675626033059,0.0043495649693877595,0.0044316368554687515,0.003422579328125002,0.002289273836419754,0.004523496307500002,0.005027088667500002,0.0041605780251479305,0.006320121930000001,0.006741912907407413,0.0067838252175000035,0.0037731309531249995,0.008217228285000003,0.006736113057692309,0.007159749883928572,0.008358649282544383,0.008579977602071005,0.011602773660000003,0.013327660712962963,0.015878936908163263,0.029440625671875012,0.020919091770833332,0.03356366029687501,0.017975593488281254,0.030388099560000006,1
o2-10_gr_e11,A,0,0.002489863083333338,0.0013361413359375,0.0025345141242603558,0.005102981964497044,0.006553862036666669,0.009874053572916675,1,0.002059722833333344,0.001606534240740741,0.0036305417343750015,0.00621585581360947,0.010506064884297525,0.03347934445312499,1,0.002474118984375001,0.0013708023958333348,0.002666572517578126,0.004547352574074075,0.008667224567602043,0.028224156750000007,1,0.0006847102129629642,0.0020050761111111127,0.0035638189704142024,0.006293012896683675,0.01003238330325444,0.04894399041666667,1,0.002557009666666671,0.001992360984375002,0.0037727751766666678,0.007411972038461541,0.012089179357438017,0.04991800591666667,1,0.002127686555555558,0.0037167885000000023,0.004973712812130179,0.007461888826530615,0.015228628601851861,0.03814761492187501,1,0.0030534633888888913,0.0028264310976562515,0.005073884333333334,0.007272087790000002,0.011390206984375003,0.019352177988281247,1
o2-10_gr_e12,B,1,0.011191967571428565,0.012658772739795918,0.021073433519999997,0.029846481515625002,0.03264439593749999,0.047706356583333324,1,0.0037154180066666645,0.005024337581360946,0.005984964508928571,0.007247846426020407,0.009073697609467454,0.009250901904336733,1,0.001526853832031248,0.0024497477263313596,0.0035144392633136073,0.00463544572189349,0.005628551596153846,0.0047917673299999975,0.009132201045918364,0.000520447473958331,0.0018887312499999982,0.0020656100474999973,0.003034305359999998,0.003528970499999997,0.0042240251759259224,0.0037771990733333326,0.002250219973958331,0.003608147999999998,0.0037151680781249987,0.004308868619822483,0.0067828371481481456,0.00587469008057851,0.013165919670000003,0.0040201370572916645,0.006344406675925922,0.005991132119791667,0.0088456625175,0.009762126554999995,0.007624099289540817,0.017739145312500003,0.005743860916666665,0.009441153292968749,0.011064581519531248,0.01742029535416666,0.022800987209999988,0.021464361875,0.0672361185
o2_gr_e01,C,2,1,1,0.11448830987999997,0.035116260479999994,1,1,1,0.017352743239999996,0.0118944220136,0.008862878085785123,0.005989195780312501,0.02826417597148789,1,1,0.0034819366577160467,0.004815726575857986,0.004636699724999998,0.004643078777142855,0.01112011616179931,0.03692719789818182,1,0.0012248828355555517,0.001823669164986146,0.003309489220831022,0.004145282486391182,0.006103052910858725,0.01123309947522634,0.03749511529382716,0.34165736080000003,0.02405407226055556,0.014496125286562501,0.006498679501066665,0.005646193541644118,0.008327154917083334,0.010468404167423999,1,1,0.065331473424,0.02066377163697778,0.011324905851124261,0.011716806705633274,0.00950296919473251,1,1,1,1,1,0.055581815348888876,0.0317938340048
o2_gr_e02,C,2,0.06264365408000006,0.014586490157037049,0.02060211435333334,0.025557262710000018,0.027089653360000004,0.18774061782,1,0.009222360089600003,0.005422517319506175,0.005960557247889277,0.004815569249382718,0.004117099817472412,0.0251601286968889,1,0.004672480932231406,0.0035648491637500024,0.003802142134532874,0.003797505376233091,0.00694078168734568,0.01733070193540001,1,0.001843402800312502,0.0022214838782716063,0.003396236714238229,0.00439165818096886,0.010562151735500949,0.013402508670094524,0.056690449277777805,0.06256737088000006,0.012057692080000008,0.009925509906666673,0.010461836099408288,0.008483970324861114,0.011966461531493383,0.029614824552727282,1,1,0.08821854013000004,0.033570695371239676,0.022061215224533342,0.012013674025472003,0.021396382318577788,1,1,1,1,0.10119949175000004,0.03057604502201184,0.17894703764000014
o2_gr_e03,C,2,1,1,0.04719358094500002,0.02045177809360001,1,1,1,0.008532870159395089,0.00946533186666667,0.006583402179861114,0.006192293929560495,0.020383384933333342,0.42572512415999997,1,0.0035512892244970455,0.003971831745624146,0.004425842053837433,0.005307765963180249,0.014803357893632005,0.03391468942555557,1,0.001587095775069255,0.002837184567756237,0.00431762146666667,0.005335376607404846,0.00946669232818074,0.013661419792222232,0.07032753129920002,1,0.02050294762250001,0.014130354710470925,0.01465880584000001,0.007397187087111115,0.00962290740213992,0.019485068218437512,1,1,0.06355437777111116,0.02853778266272191,0.015570508419962194,0.012429232073635124,0.016862797529750697,1,1,1,1,0.41811669816,0.058153685520000005,0.1920912709800001
o2_gr_e04,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.014706955822222253,0.008400595895537199,0.010857009458400003,0.017535322981728406,0.04601436161777781,0.02054226670720001,0.012781213116000008,0.0012294217600000018,0.002498226152908591,0.003549398505800003,0.003989237901600003,0.006655977746133336,0.0072533554800000045,0.0031495857640831764,0.011585261160493838,1,0.1194696714400001,1,1,0.046812059901250015,0.008445889658060682,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2_gr_e05,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.02010829953999998,0.009781313892345676,0.02902808085333332,0.020631384144,0.031046326009999986,0.04566901092444443,0.017476779387928985,0.0013946007358024658,0.0018174861889256166,0.0030796187717119982,0.005036804842222218,0.008972522955266269,0.008771072662422143,0.005214244857149999,0.0059997996545454535,0.003564776514285715,0.0075747138879999985,0.08874418077,1,0.052396253393749995,0.02512905173831111,0.010938871015371901,0.018586311798755552,1,1,1,1,1,1,1,1,1,1,1,1
o2_gr_e06,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.008255017586666675,0.012612800390400008,0.017620055980800013,0.03019839075555558,0.03366810558222225,0.027974942800000006,0.00831093682282549,0.0015267067200000009,0.0018981900069421499,0.0033896167997222227,0.004871987921975312,0.011265769787654326,0.009175100604444446,0.005086214303656513,0.004268970175312503,0.00428713084979339,0.007053106584718773,0.03558231537840001,1,0.39924832304,0.04408632728197532,0.013129500598200004,0.043083332880000005,0.33401565008,1,1,1,1,1,1,1,1,1,1,1
