o1_gr_can,187,176,170,166
o1_gr_e01,176,184,242,190
o1_gr_e02,204,157,262,174
o1_gr_e03,243,191,220,179
o1_gr_e04,231,174,208,182
o1_gr_e05,215,206,222,214
o1_gr_e06,248,238,200,193
o1_gr_e07,190,206,227,190
o1_gr_e08,157,175,257,205
o1_gr_e09,175,174,267,197
o1_gr_e10,214,205,197,194
o1_gr_e11,250,176,283,141
o1_gr_e12,220,178,233,185
o2_gr_can,176,238,183,221
o2_gr_e01,346,54,168,160
o2_gr_e02,246,120,119,134
o2_gr_e03,310,80,118,173
o2_gr_e04,84,50,57,82
o2_gr_e05,69,52,193,53
o2_gr_e06,62,69,200,23
o2_gr_e07,91,170,105,128
o2_gr_e08,80,179,120,138
o2_gr_e09,72,158,117,139
o2_gr_e10,324,123,42,101
o2_gr_e11,301,87,50,102
o2_gr_e12,226,57,56,106
o3_gr_can,187,122,146,124
o3_gr_e01,193,103,203,96
o3_gr_e02,200,92,196,96
o3_gr_e03,206,93,192,97
o3_gr_e04,286,64,156,120
o3_gr_e05,200,100,168,70
o3_gr_e06,196,123,190,72
o3_gr_e07,288,67,197,106
o3_gr_e08,235,85,216,89
o3_gr_e09,281,70,204,113
o3_gr_e10,165,123,202,107
o3_gr_e11,189,135,189,112
o3_gr_e12,171,154,200,106
o4_gr_can,195,119,167,104
o4_gr_e01,186,96,254,98
o4_gr_e02,186,112,256,109
o4_gr_e03,209,119,205,105
o4_gr_e04,177,150,260,98
o4_gr_e05,188,131,259,111
o4_gr_e06,193,156,253,104
o4_gr_e07,189,137,276,114
o4_gr_e08,222,122,207,110
o4_gr_e09,195,137,257,120
o4_gr_e10,275,83,178,119
o4_gr_e11,216,95,215,104
o4_gr_e12,260,83,167,115
o5_gr_can,162,132,146,113
o5_gr_e01,215,66,215,65
o5_gr_e02,206,79,206,81
o5_gr_e03,198,68,185,65
o5_gr_e04,246,41,204,41
o5_gr_e05,252,55,174,34
o5_gr_e06,258,53,175,49
o5_gr_e07,167,126,204,3
o5_gr_e08,224,74,202,72
o5_gr_e09,216,97,230,63
o5_gr_e10,235,68,256,40
o5_gr_e11,250,48,258,49
o5_gr_e12,215,84,249,23
