File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16
o1_gr_e01,A,0,0.019618815510204127,0.0362171473834105,0.10559987901744723,0.46864265082644624,0.02498881574394468,0.03828874792243769,0.10299775053254441,0.4702177256235829,0.02655517242815497,0.05017847404958679,0.11052826363880676,0.43419017768595053,0.04677243366285122,0.0571527438016529,0.09164052711578163,0.26571973186409553
o1_gr_e02,A,0,0.032979077932098706,0.01812703365384611,0.06912860938775509,0.38585539249999995,0.020194117192147483,0.031726589792060444,0.07612840017236426,0.2467406944444443,0.030283213975694397,0.04339340690637233,0.08731726254232067,0.2563251888888889,0.05764858873456788,0.06966460108024687,0.08975212442607894,0.18179565022675742
o1_gr_e03,A,0,0.04856780543209872,0.04662328046335485,0.08426948780487804,0.2568929644970414,0.02166155319999996,0.03677346833648388,0.0774820653050255,0.19120536937499993,0.02495446647230317,0.03577704761904756,0.06384060595041319,0.12862547487550927,0.05023939755917155,0.05029825785123964,0.05627891563786007,0.08586539973958329
o1_gr_e04,A,0,0.030761294924554206,0.04713298891408417,0.07017380034722226,0.2647378831360948,0.018357961250000044,0.030275147727272772,0.06328859173553722,0.1647953502066116,0.019894859410430885,0.03173441106484242,0.04366311712247328,0.13226109370756003,0.03337300859504135,0.05671247900826448,0.05530175718450651,0.090858957517701
o1_gr_e05,A,0,0.03267761099541851,0.037430759444444406,0.06748007337278102,0.22994420117187497,0.017116477272727207,0.026708816296296237,0.06478662425683707,0.13852310583103758,0.026290204631379908,0.030525290303390757,0.049001403055555524,0.1346492363315697,0.056088786860879855,0.054383976156276874,0.04464453187200799,0.11461978449905479
o1_gr_e06,A,0,0.044127065398335295,0.04696709556694139,0.07598781553762426,0.18203501005458195,0.019859807580174884,0.031225698863636322,0.06368393116507012,0.1485128220118343,0.02302405765595459,0.030176260030864148,0.0420334770223058,0.14990412426035502,0.04422726572261554,0.048646016642011784,0.038714930484693856,0.08465291167355367
o1_gr_e07,A,0,0.021221056818181757,0.06284451311953347,0.10564045035671818,0.22776754709141275,0.03060791496598634,0.05523637757201642,0.10693151000976558,0.2594294628533858,0.03882276799524089,0.06347766235764847,0.12886523633156968,0.5005728450413223,0.03737778138888886,0.06100835418783565,0.12043968114616668,1
o1_gr_e08,A,0,0.028133621878715792,0.04674849707031249,0.061178088124999995,0.09861461687499999,0.016157167652859957,0.034962913741820326,0.06240729191883233,0.11551642578125,0.02523478528934558,0.044436699893200426,0.08589395231255387,0.20204223082542003,0.03922892517301038,0.053626379999999974,0.09126945634920636,0.217674354786371
o1_gr_e09,A,0,0.036878109861591644,0.0379798167757287,0.062068000730460135,0.08471872108843537,0.018692711249999962,0.030332687939426686,0.05488970312499997,0.10824534026465028,0.02628778465199283,0.039875094214876,0.07925754214360041,0.17400486375,0.035760268329554035,0.048437255423553725,0.09148742644557822,0.2454058444119795
o1_gr_e10,A,0,0.04897903993105435,0.0634145820166619,0.08555352993068686,0.42965165500000013,0.02825921428571434,0.040565788347205735,0.09262881393819852,0.4673517232,0.027431621621621678,0.0420728871742113,0.08581309760802475,0.3120862711111112,0.037235726913580305,0.0465340474493206,0.11052493048469392,0.2621337169614985
