,2x2,3x3,4x4,5x5
Success_A,0.0,100.0,100.0,100.0
Success_B,66.66666666666666,26.66666666666667,11.111111111111109,51.11111111111111
Success_C,63.63636363636363,72.72727272727273,0.0,0.0
Success_D,100.0,0.0,0.0,0.0
TOTAL,47.77777777777778,53.33333333333334,36.66666666666666,56.66666666666666
