File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36
o1-01_gr_e01,B,1,1,1,1,1,1,1,0.3993244189049587,0.525008764897959,1,1,1,1,0.06313187836734692,0.08015873730468748,0.16779144816326527,0.17206206111111108,0.18257053076216703,0.1674350675803403,0.06880186523437497,0.11050110299488677,0.094394683127572,0.11470070507812496,0.13985917978395057,0.13508127994791666,0.6037815167999999,1,1,1,1,1,1,1,1,1,1,1
o1-01_gr_e02,B,1,1,1,1,1,1,1,0.36531067043911264,1,1,1,1,1,0.05889309085992427,0.12766102994886777,0.11780909876543207,0.15178604065743945,0.1777548850415512,0.1816635062195781,0.09845894205522857,0.09293738962402859,0.2126668406658739,0.16412322448979588,0.21892385185185176,0.2623519314128943,0.2992307407407407,0.6555602207999999,1,1,1,1,1,1,1,1,1,1
o1-01_gr_e03,B,1,1,1,1,1,1,1,0.23672577047115143,0.6721317241379312,1,1,1,1,0.07298792165289261,0.07969340687987105,0.2529527167968751,0.1551493242187501,0.22892751248513687,0.24439960449218756,0.1123769112654322,0.11613196077504731,0.1505456474622772,0.11954775771604946,0.19014361236623076,0.17444092702169633,1,1,1,1,1,1,1,1,1,1,1,1
o1-04_gr_e04,B,1,1,1,1,1,0.8250177820069202,1,0.25234350125,0.20082512369791658,0.2715260824099722,0.2630175524999999,0.25489277834467117,0.47924311111111106,0.1728077534626037,0.07062891493383738,0.09247061629982148,0.10755097107166332,0.10125202987777272,0.12693806654594839,0.08278964285714277,0.061224157499999945,0.08625687024221444,0.08810177237654314,0.08606354372397378,0.12199660249307472,0.22224909626825307,0.20052316322314045,0.23502043195266267,0.22304373752834458,0.17010779966942147,1,1,1,1,1,1,1
o1-04_gr_e05,B,1,1,1,1,1,1,1,0.36724793296602387,0.23358562839999997,0.262498895557656,0.27215014411157024,0.19916841750000003,1,0.09379957222222232,0.08038915851851854,0.09541053163872368,0.10380244889129264,0.08031622444444447,0.2019390117187501,0.0774541395918368,0.06425225234567905,0.09646426080246918,0.0878119620160702,0.07309328254437873,0.18369172565157757,0.27081137715645454,0.2299767326114119,0.24833114024691358,0.2423530179584121,0.21274302517361116,1,1,1,1,1,1,1
o1-04_gr_e06,B,1,1,1,1,1,1,1,0.29373103739612205,0.2290853212809918,0.23041638068181827,0.2537012290303391,0.21589299338374293,0.3788920640000001,0.17674691250000008,0.06929335349716449,0.0933999598948061,0.09350306781677575,0.09313648250000005,0.1190387567567568,0.10339727000000007,0.061001350308642004,0.07052832612456748,0.07924780816326536,0.08455525142857147,0.08758514480000003,0.21944597079502437,0.19012840888888893,0.1813292710495963,0.21482338997933886,0.18450611625514401,1,1,1,1,1,1,1
o1_gr_e01,A,0,0.04257601530612256,0.0372500304709142,0.08287877777777782,0.21095939952437584,0.34646622576530617,1,0.0885679930555557,0.0492071523437501,0.07859007966706309,0.18420636547291097,0.33903346811224494,1,0.0444516328125001,0.059627952908587356,0.09944177229080936,0.19760542888888893,0.34919141420118355,1,0.04423754820415883,0.06490996280991743,0.12071794720000005,0.22459145266272196,0.3041361355529133,1,0.10718065743944648,0.10736869214876041,0.1524015486111112,0.25995892816635163,0.3987333446712017,1,0.08646823242187504,0.10044492659279786,0.12476438187500007,0.16314323537146613,0.19713022665080315,1
o1_gr_e02,A,0,0.09754895266272175,0.03687546180555544,0.04227360159999991,0.12303929930795841,0.24040301999999988,1,0.07408551562499989,0.04695660937499985,0.06470813749999987,0.12500760253906243,0.29520303213610566,1,0.03259935600907018,0.059093953124999966,0.07346304166666659,0.15188439644970406,0.24470491083676263,1,0.0486431652892561,0.06708142630385477,0.09502383680555543,0.17064896479999994,0.2648778048,0.9109080864197528,0.10799653497164455,0.11404339999999985,0.14125318336483922,0.21691217768595028,0.37335079012345673,0.6756117083333332,0.1388769160156249,0.1386037677136596,0.14453428254847633,0.15476155055401658,0.23799803316326526,0.4529045617283949
o1_gr_e03,A,0,0.11255831972789107,0.09350809548611104,0.09270199374999996,0.16729419749999994,0.24696867275383477,0.9763832916666665,0.06843661363636357,0.07353783673469377,0.11859535999999989,0.16021918555555553,0.28061781207133046,1,0.03875423760330569,0.06945084374999987,0.07904558677685943,0.14033802551020408,0.24246135946745562,0.5711034438775512,0.046102166351606744,0.05468781790123446,0.08387145152354564,0.12396506879999994,0.18577742857142854,0.3575416620498614,0.09274045454545446,0.0767388299319727,0.13476108875739626,0.1285936666666666,0.20363026499999998,0.3166177785467127,0.12943385950413216,0.09692949,0.09695121888888882,0.11073714677640599,0.12404024965706445,0.21544330249999988
o1_gr_e04,A,0,0.06548801760000007,0.07702072008324669,0.11140449316406258,0.14243678460207618,0.1710438545706372,1,0.061232300781250124,0.0631116961451248,0.08760780991735544,0.13681878698224859,0.209694368622449,1,0.03064099500000006,0.05571119140625016,0.07192191049382723,0.11695826562500011,0.2048471649305556,0.41302839455782325,0.036770555000000094,0.05011231790123471,0.06877496875000012,0.08093750720000006,0.15391833545918374,0.39773226750000007,0.0746022177777779,0.07227646712018149,0.10924278395061741,0.09653519113573418,0.14825981770833346,0.38039873979591854,0.06946416640000008,0.07842996816326535,0.1421628384000001,0.13509956462585046,0.10474770655567121,0.23714754648526093
