File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64
o2_gr_e04,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04616790097920003,1,1,1,0.002506959011200006,0.002961416640000004,0.005758700640000004,0.0071709567370414245,0.005658291940000003,0.014991532251111125,0.009105966267768597,0.00423678226625446,0.0037148331283950653,0.00348473328746667,0.009771016990000006,0.010507257486250008,0.009304184797600005,0.016900807481600003,0.020092822617777784,0.005381216636997532,1,1,1,1,1,1,0.19517379140000007,0.022419284115432533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2_gr_e05,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.12079903577777777,0.0022729459891357943,0.003615708879999998,0.004420654850937495,0.007319677147768591,0.007700744389112423,0.012430621016799996,0.01661509535874999,0.006318312104999999,0.003145237648437497,0.0034499409428099146,0.004498078401599998,0.010255615000312501,0.019886189478399985,0.018184190018749997,0.028842501274999995,0.008299445233333334,0.007645913065289254,0.0063475650048852176,0.011915940340863998,0.058887256042222225,1,1,1,1,0.023084689183471074,0.034177233868750004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2_gr_e06,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3699923987200002,0.0023185411763313635,0.0033876818505785143,0.004406773874844446,0.009657289337500008,0.006976749768333339,0.010440265007200003,0.011083753024793393,0.0039182156344598346,0.0028312413640000007,0.004137513948144047,0.004136215055000002,0.008565145357126658,0.029912663200000005,0.03719684080000002,0.034403447513750005,0.013667260320000004,0.006730733999341568,0.0076448526914666675,0.012094419909444445,0.03874903419851854,1,1,1,1,0.02873559743600001,0.2818796775200001,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2_gr_e07,B,1,1,1,1,1,1,1,1,1,1,1,1,1,0.08089771620000002,0.053751092484444464,0.026855139457222225,0.014899158936859508,1,0.10667777760888894,1,1,0.021779975717396458,0.009835924332400759,0.015276011542400006,0.008026104495937504,0.001827620429444448,0.0027771853200000045,0.0067565627762500085,0.007828834507200007,0.008012219880000006,0.008429205920625005,0.013383094347777789,0.005659960297530867,0.0027431133450000044,0.0033152601888000025,0.005879829784888896,0.013777538821666671,0.013065565055200007,0.009990127847410215,0.014538276086643607,0.007586867439916757,1,1,0.3997922936000001,0.024338587568750007,0.03320538657722224,0.021608917171851864,0.02429727887253334,0.01568031801777778,1,1,1,1,1,0.21307060530000013,0.05191580386125,0.05677632688000004,1,1,1,1,1,1,1,1
o2_gr_e08,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.04255186208,0.027441606033719007,0.01198867328118343,1,1,1,0.05619702395999999,0.03321466567999999,0.009226646707438014,0.011824035401975314,0.007800468620000001,0.0023674347570247912,0.0032449401044628077,0.004935890645289252,0.005760378679999999,0.0075958141538461504,0.005932428941600001,0.012294499937190081,0.004157578257041421,0.0031254074599999988,0.006216353073057846,0.006884355154380161,0.011590946727933888,0.016342218536000003,0.009371395475555556,0.009702503760495869,0.006383753672840792,0.3555645564800002,0.04063828499500001,0.03281402308429751,0.02382790913564444,0.023087963156562506,0.01893882079876543,0.019509265260625002,0.012596548741983474,1,1,1,1,0.19287433312000002,0.12439491362666664,0.045023691772500006,0.026244297128994086,1,1,1,1,1,1,1,1
o2_gr_e09,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2917583519200001,0.03695666834124999,0.010622148312009508,1,1,1,1,1,0.019606531425599996,0.009900558990578508,0.007853070794863259,0.0023749415246280916,0.0024926890799999934,0.005095795963999995,0.006231052904999996,0.007132625779999996,0.009295061483076919,0.008503867354463667,0.005518394067199998,0.0031989949599999954,0.004573924207999997,0.00751869999999999,0.007271007783822218,0.012774245507160487,0.016509048316033056,0.010961445027901234,0.006279513149752065,1,0.08420483644999999,0.029753532713333333,0.021429841953333334,0.027655084519999994,0.02573134438,0.015793235048888885,0.012858926212325142,1,1,1,1,0.41623148784000014,0.058687789440000006,0.028381340959999998,0.03748460435440001,1,1,1,1,1,1,1,1
o2_gr_e10,C,2,0.011893142703209887,0.026396700711111123,0.06573526400000006,1,1,1,1,1,0.0046288808706172885,0.006528905973333337,0.008063599628422497,0.020091574266574402,0.10965424967000001,0.23358299314000003,1,1,0.0048438450472222255,0.005326144447889277,0.005855771732894378,0.009137453270260148,0.014024001143550298,0.018042173388099172,0.02330346014370371,0.18541600392000007,0.002274846791952667,0.0023584470812345716,0.00447192325185596,0.006563432648888894,0.00608887403976219,0.010639769232561989,0.010573851433600005,0.010211291370000002,0.004705546685000007,0.0040782752158677734,0.010531798231111125,0.011281314590000006,0.013446648479012351,0.013289633136111116,0.014997376971111113,0.007363261605000003,1,1,1,1,1,0.07375732818222226,0.033019421636923084,0.01293888196442331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2_gr_e11,C,2,0.017845061920000002,0.042978524260000005,1,1,1,1,1,1,0.005676434752664357,0.007557579268400002,0.008926500302222225,0.45203673648000003,0.11921175773500005,0.24537339862000004,1,1,0.0048260265614201185,0.006196611540000002,0.005036873717343853,0.012893212955000004,0.016294450097916666,0.029146547260444446,0.04876006194500001,0.1841204449,0.001841163875911111,0.0032856594770247953,0.003167365691039698,0.005206800889586778,0.0089499488421875,0.009408438861818184,0.011209504818677687,0.009689727705,0.0031382927916666675,0.004382287364,0.005968464538749999,0.010030324989999999,0.01261335293037037,0.011526294749349113,0.0217363553512,0.00648554906940171,1,1,1,1,1,0.06923957609333334,0.033924425290000004,0.014657425860000003,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o2_gr_e12,C,2,1,1,1,1,1,1,1,1,0.009546815153388429,0.03058202566913581,0.1034756119288889,1,1,1,1,1,0.005961236524444448,0.0062475454817898035,0.008185122109609378,0.021491033510625007,0.0431687672197531,0.08650623761920004,0.41216068152000024,0.10464623358000001,0.0023329918893750007,0.0035739658114878913,0.003881392424497042,0.009189095949600006,0.012282315360000007,0.013331200067500002,0.015419314821728399,0.0055711330454361815,0.003937375461250001,0.005061609840000005,0.011237862159999999,0.013288083728888888,0.015057245539173564,0.01245247875277778,0.012731094873372787,0.0038672501436800007,1,1,1,1,0.09670964576,0.04210598336,0.051357643820000014,0.012603162749722221,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o3_gr_e01,B,1,1,1,1,1,1,1,1,1,0.06509547945000002,0.11224521978750004,0.11412044133749996,0.0582240524625,0.04821262284599999,0.05945223749062499,0.03453041497040816,0.06126513114375001,0.008557015722,0.007867696566375,0.00900293935138504,0.016392347962499998,0.012025656792,0.01712282695289256,0.014618652161538464,0.009814577226731302,0.0023484935812499996,0.0032220559997448977,0.003831892242000001,0.005012668979081632,0.006312093174852073,0.005491830380273437,0.007619912745153063,0.004839154778305784,0.0028280093895000015,0.0026663513698224864,0.0043945735425619855,0.005051951370000002,0.0065011374852071,0.006754682640306125,0.006366075936328125,0.004546393406250001,0.007011643478906249,0.0057710233990548206,0.008598412079166668,0.010111979418750004,0.012928272627514791,0.010906806230859378,0.013136597680867343,0.01081135516764706,0.030282285300000003,0.031370117069387755,0.031904038046938775,0.03712428209999999,0.023257951591499997,0.0237574955205,0.03046136861249999,0.03163805670937501,1,1,1,1,1,1,1,1
o3_gr_e02,B,1,1,1,1,1,1,1,1,1,1,0.06112640843437501,0.1173403665,0.04148003718750001,0.04834256758200003,0.0791509137,0.06081335895937502,0.06115497975000001,0.011504827259467457,0.011571515970000007,0.010090596202941183,0.012858545433673473,0.01108867788529412,0.01173239088398438,0.01366388400076531,0.011749787701171879,0.002127794547656254,0.0037441198968750037,0.0038850399540000047,0.005412920700000006,0.007115048250000005,0.005642580705882357,0.009291553501239676,0.00425137797825444,0.002919731831250004,0.003154825893750006,0.004314761001275515,0.005395527787500003,0.0068651344331632684,0.008098720391715981,0.007866369165306126,0.004594505567085801,0.0086020373869898,0.006256293237706614,0.009630003600000001,0.011337188118750003,0.012973592964030615,0.011840891132812502,0.014207400185969393,0.008720422504028928,0.19225873665000015,0.037819936762500006,0.030826587740625005,0.07903523550000005,0.040602664425000004,0.03084445610859376,0.03624498090000001,0.023567758995867775,1,1,1,1,1,1,1,1
o3_gr_e03,B,1,1,1,1,1,1,1,1,1,0.030686698725000006,0.10359869253750001,0.10638389306250003,0.056281204434375,0.05551881690937501,0.055433207671875,0.032232078321428576,0.11923553160000006,0.006109130153250003,0.006764094508163267,0.009970526555859375,0.013410896868639064,0.012411338220918373,0.015031252950000006,0.015060396581250008,0.011544076561764711,0.0019755008578125027,0.0033851008278106554,0.0035504765735294144,0.006178574284615387,0.005397162347460941,0.006051689892773442,0.008297418911538464,0.006785172900000006,0.0030758798062500044,0.0031328148727810695,0.004733813625000005,0.004944864307100595,0.006841126612500003,0.0065034358801775195,0.006818291411538466,0.004072423033593751,0.007271698218282549,0.007982052339889198,0.008858563433333334,0.01012917952058824,0.010338538870588238,0.012007144914000007,0.014636283290625003,0.010066537694117646,1,0.048023482716,0.040611088987499995,0.05938038821250001,0.027420743016666676,0.03074988776484375,0.020482984968750007,0.027567391533333343,1,1,1,1,1,1,1,1
o3_gr_e04,C,2,0.02040121515306122,0.08080318620000002,1,1,1,1,1,1,0.007671610230000001,0.008484907870588237,0.010290206949307481,0.02339818770495868,0.07950591163125,1,1,1,0.006841173086776861,0.006729099156213018,0.00632212891642562,0.010298398883625,0.013680013279499999,0.01976525502,0.07069317330937501,0.26622006885000005,0.002733253743195267,0.003034789176035503,0.004092706366666669,0.0055056684412190075,0.0071723396900826445,0.008860556827125,0.010079900023500003,0.01816822771363636,0.005411101872656254,0.0039979594620000005,0.0047376808020000005,0.0061793130000000005,0.0056300790122448974,0.007142792189644972,0.00920787946875,0.006566218934625,1,0.008741409607125003,0.011272859179101563,0.00901745335096953,0.0085222441632964,0.00957174798339844,0.009711168162,0.006036164213039999,1,0.24097511475000002,0.11861428083749999,0.1181056170375,0.04589088150600001,0.029279898309375003,0.022101504075000004,0.007820990690740744,1,1,1,1,1,1,1,1
o3_gr_e05,B,1,1,1,1,1,1,1,1,1,0.006679197858333332,0.014419846533333336,0.012728356875,0.01926478474453125,0.018873373649999997,0.0308727582,0.02792395303163266,0.03917252788199999,0.004835152512000001,0.006511219868343194,0.007919353648224853,0.010578835881818181,0.011437552931249999,0.011271434722189349,0.012667766803125003,0.01452135189421488,0.0017157324972656258,0.004036481700000003,0.004494960703125001,0.0051665698624260336,0.0058453137137755105,0.009226059273000003,0.0081803050125,0.00903182664,0.002764320844500001,0.00404545821,0.00403645218574219,0.007208909845312501,0.005143232156804735,0.006417206735950413,0.007854745824000002,0.00462125466864,0.007889259487500001,0.0084214536515625,0.00964089370692149,0.015672336516000005,0.025252296966666667,0.0251016256125,0.011388449859917358,0.010838549785207104,1,1,0.28903324095000016,0.1451222767125,1,0.07207389981562501,0.09780301875000001,1,1,1,1,1,1,1,1,1
o3_gr_e06,B,1,1,1,1,1,1,1,1,1,0.015927110449999997,0.02093158637448979,0.021142058014285713,0.01877681431406249,0.01709379891666666,0.01949645423671875,0.01933107868828124,0.021994881887755096,0.004622159662874999,0.009376851254132226,0.008932783715624996,0.009198598903124997,0.011896942405499997,0.011987859519,0.011855524999499996,0.006050274006777645,0.002038999921874998,0.0032049707591715946,0.004805495378925617,0.005735981316942145,0.007413464371499997,0.006171494859374995,0.005815863793491123,0.0035599944078367326,0.0032029286029411734,0.0035394753441176444,0.004220888067773435,0.004629860987999998,0.005442891487499998,0.008754002568367343,0.007949357170312496,0.0036887774460937486,0.009243529721455574,0.008606483922656248,0.010611191375999997,0.010064123390249998,0.01669394892272727,0.010083468346874997,0.012446651003906248,0.006891577368282548,1,1,0.2806529796,0.2831475298500001,0.13807786027499996,0.09509065515000002,0.04148844702244897,1,1,1,1,1,1,1,1,1
o3_gr_e07,C,2,1,1,1,1,1,1,1,1,0.009968169273979591,0.019338539833333338,0.021802321216666674,0.018684050015624995,0.022655021184297526,0.02488451391818182,0.029305174234499996,0.14951156748749997,0.0041218817677734386,0.004245540557541323,0.00588489921122449,0.011753576062721897,0.011424995984179688,0.012392737941176471,0.015979718820000002,0.025606628428500002,0.0015372479159999986,0.0020345122215000002,0.0027562942860000004,0.004365727279411766,0.005553300395833335,0.008329786500585936,0.009195124829166667,0.008630094008790171,0.004006893483333334,0.003689555793750001,0.0031041091529296866,0.004972813468934912,0.00474328203,0.00628506018596939,0.00929206712603306,0.0042676342147058835,0.0183307724578125,0.00778798002825,0.008463874653061225,0.009399463602631577,0.010119501132352942,0.010097976063867187,0.009544665011132812,0.00493532111825208,0.2134197153000001,0.07544153579999999,1,1,0.08048839379999999,0.0297189483046875,0.020343642660743802,0.007925584369526624,1,1,1,1,1,1,1,1
o3_gr_e08,B,1,1,1,1,1,1,1,1,1,0.017622179316666663,0.030036321224999996,0.0312363837375,0.04962644600625,0.01823897413125001,0.027954509990624998,0.021895804268181815,0.03510603562959184,0.005454064323529415,0.005821428551625,0.007932332461764707,0.011483188261242606,0.011908009827551023,0.013373638833727811,0.015617162784375,0.013042758870000002,0.0017372895842975209,0.002620887541071431,0.004120620217455623,0.005144337768000002,0.005970686433398437,0.00790295837372449,0.011254419204545459,0.006308859035160681,0.0021641522580000015,0.003821491382142858,0.004984638715561227,0.005261845382226562,0.007512668105325445,0.00656933682480469,0.007959245005102042,0.004982847634800001,0.006920100941759999,0.006986653935576924,0.008964703360207943,0.012692964291666668,0.015708830870663264,0.011234479696875,0.011221957305124654,0.008769390009924388,0.23902245989999996,0.2650326358499999,1,1,0.07395781511250003,0.071543416303125,0.04016361799285714,0.04011152711326531,1,1,1,1,1,1,1,1
o3_gr_e09,C,2,1,1,1,0.112359332925,1,0.14853907845000006,0.31039868114999997,1,0.0055800984788265335,0.00857348174556213,0.009770436084375,0.012364353606000002,0.014219237643750002,0.016250840045507815,0.017931052935351566,1,0.011016972825000006,0.0023609631397959207,0.0047177065782548515,0.008511215478000003,0.010895460145312499,0.013188168193359377,0.01756202182576531,0.03769723957040817,1,0.0015426249979591895,0.0021965432778106547,0.003711671200000002,0.005855539860249311,0.009349395935294127,0.012420687561328128,0.012108429811125,0.015146908200000036,0.0037241878316326563,0.0026161333320000035,0.004511390629591839,0.006558226492899412,0.0084335671744898,0.010812361284000007,0.00878210652312,0.08761159631250003,0.007609294816204986,0.006686339773760333,0.011182327973437505,0.010617991059375005,0.010453172675976563,0.010987492065820318,0.006946854636000001,0.04274947724400001,0.03758936002500001,0.060667741209375015,0.04172067048749999,0.028597087766666664,0.02366727228223141,0.019922787718934916,0.0083811946245,1,1,1,1,1,1,1,0.09626611335000006
o3_gr_e10,B,1,1,1,1,1,1,1,1,1,1,1,0.19976687504999993,0.09975537078750002,0.040187711952000015,0.047498226525000006,0.019994181100000008,0.010013313864705886,0.021518465179591845,0.010204977480468752,0.011069590708928576,0.015694052494500007,0.013321753350000005,0.012283695532544384,0.013579396456611575,0.005702749550640004,0.0036212655187500046,0.0032664002572265656,0.004928831223979596,0.006213383052071013,0.005360134272000002,0.00607311986326531,0.007557181912500004,0.004274030734026468,0.003330183018750004,0.003309438858398441,0.004058523084000004,0.006242988687869828,0.007360940606250006,0.006656510853826534,0.007296808359948984,0.0038478308980867348,0.009260589462890632,0.008729135361772857,0.008791923128808866,0.011781128520000001,0.013719836596153846,0.013764171514792907,0.013455991074489802,0.009202945467375002,0.032188954334693876,0.04056271102500001,0.041209637737500006,0.0316749395109375,0.026256549019500003,0.026186709645000004,0.026132145331500007,0.02300727750991737,1,1,1,1,1,1,1,1
o3_gr_e11,B,1,1,1,1,1,1,1,1,1,1,0.050277125897999986,0.04745799746999999,0.030918247493877553,0.03362301926249999,0.01870688902049999,0.012840164591326525,0.04238977741874998,0.007335626788775507,0.011384506008,0.010660632249023434,0.011764581226530606,0.013531068506249997,0.009826851971999995,0.011091931349999997,0.006927048979591833,0.0024578767852941152,0.0036124774716796842,0.00491862631913265,0.0055270690056212985,0.005311520717602039,0.0055069958204081604,0.008112707266499994,0.003878903823816567,0.0022826754529411734,0.0038688895437869793,0.004147651193999996,0.007335778778925617,0.006213718882544376,0.0070009895715976295,0.006672594822704077,0.004487612639062498,0.005244660157100592,0.009314910947460935,0.009979128950976563,0.010889691257999991,0.012888256654437871,0.012891435433136091,0.013571512303124996,0.012048060413609467,0.031001633274489796,0.03669642716249998,0.03705636603749999,0.028196293978124995,0.02817329162343749,0.02790625725703124,0.01602809651709183,0.021040695175499988,1,1,1,1,1,1,1,1
o3_gr_e12,B,1,1,1,1,1,1,1,1,1,1,1,1,0.10141547625000007,0.04077592137,0.032516808225000006,0.0196069908,0.010739857261764709,0.013338181087500005,0.009692795786132816,0.010711002456000004,0.01275232040946746,0.014833327935123966,0.012012960629289944,0.012177218043750004,0.003931479182666667,0.0028647000718934937,0.0034221311100000036,0.004672350805867351,0.005633064599112429,0.005702988234948981,0.005310071550000002,0.005889047046428575,0.0032409049871900846,0.0035025494218934943,0.0033172292100000023,0.004708369717455624,0.004739386140000003,0.007303064407438018,0.006950113293750002,0.007203815503125003,0.0031743783501040593,0.007075561485538754,0.009563361326470591,0.00896979440193906,0.010978922392382812,0.012033506399234693,0.011872272579336735,0.010613814510000005,0.011614681576331366,0.07700368620000002,0.07745604345000004,0.04734955780199999,0.03442531005918368,0.0237327053895,0.021609980416115705,0.01777622913372781,0.021833032680000006,1,1,1,1,1,1,1,1
