File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M33,M34,M35,M36,M37,M38,M39,M40,M41,M42,M43,M44,M45,M46,M47,M48,M49,M50,M51,M52,M53,M54,M55,M56,M57,M58,M59,M60,M61,M62,M63,M64,M65,M66,M67,M68,M69,M70,M71,M72,M73,M74,M75,M76,M77,M78,M79,M80,M81
o1-01_gr_e01,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.032680568778710936,0.039560937895198885,0.055963992506500006,0.0751553201953125,0.16171649060937504,1,1,1,1,0.017007467172222224,0.01627509511875,0.04249858551249999,0.08670550645714284,0.05724533955206611,0.04253805351249998,0.03603115265454544,0.04395292240826447,0.03338393888984374,0.0024983007739130406,0.0024954467326388867,0.004387875979499998,0.00546970490173611,0.007520123668055556,0.0102851528,0.012495259852173913,0.022225897627555547,0.01180576750817263,0.020675105303124997,0.01224197490308642,0.0470533141966942,0.02996297936666667,0.02303562961234568,0.02031591878333333,0.020020034562666666,0.025648862849999995,0.01648533553056,0.0604220885031111,0.081746954846281,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o1-01_gr_e02,B,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.029747836727335636,0.04650224057013888,0.15312494331874998,0.6342539294000001,1,1,1,1,1,0.01582539561484374,0.01255634046153846,0.04749771010769231,0.0723138277333333,0.047281504544444436,0.03148493878472221,0.03050782261511111,0.03495677995911111,0.04939206534599999,0.0025132017788799975,0.0030695927618055517,0.004410860916799997,0.0067914836260869514,0.007974647866941012,0.009654820904591837,0.012794962140479996,0.017454526378684804,0.012147514204783947,0.028571912178512394,0.009056231566099771,0.022909106593415635,0.106683309321875,0.05344979255199998,0.05534003626666665,0.04941050964687498,0.10694241804999996,0.4371812951999997,0.028723769391836733,0.025481218321795913,0.1429180031632653,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o1-01_gr_e03,B,1,1,1,1,1,1,1,1,1,1,1.0704206578,1,1,1,1,1,1,1,1,0.0193644533284091,0.03672030319285714,0.06271456039501384,0.26123312581600006,1,1,1,1,1,0.01173916950752001,0.008207625246952913,0.025869642172299177,0.07140885758461538,0.1031199771333334,0.07735542380800002,0.07313024723333338,0.07986632687222227,0.5501605979999998,0.0026277461015000087,0.003311449463636369,0.004628460817768603,0.00635820346086957,0.007093413475777782,0.009743849680102048,0.01565948170929706,0.015150109936000009,0.012395946706481482,0.04345787224197534,0.01091673742848001,0.032640936137654335,0.0667335610367347,0.03410658521562503,0.03048605853800002,0.04301020347812502,0.031722977668055555,0.03106896826428573,0.11218908597812503,0.24164485572500002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
o1-04_gr_e04,B,1,1,1,1,1,1,1,0.6358343444999996,1,1,0.028975305975999996,0.02865236766315789,0.0351324709265625,0.040523797268877546,0.03620041306289062,0.03456063537750864,0.03252417629691357,0.04177079572040815,1,0.02703837324438775,0.017958504892517005,0.01696474575991735,0.025298278234374992,0.01952179619002267,0.02524489483321799,0.023589755401543202,0.01754009175610425,0.09363355328800001,0.12864155817499995,0.009651240389473677,0.008323565996487599,0.009818100303749995,0.009773282932653055,0.013126714115916947,0.011256505722675732,0.009411140343895744,0.023056415800444433,0.0026570455899408195,0.0030187383159999918,0.0031576227346020694,0.006054593466942139,0.006542138543749993,0.006448317597959177,0.006106305128906241,0.006432909191999993,0.011652996276851846,0.025137221912244892,0.00720510021759259,0.006850347323999996,0.007406821826315785,0.008771104873702416,0.008616377299999993,0.008639124012499997,0.008543938811979162,0.019076607722916653,0.021521020502768155,0.018098877342105253,0.015463595864049585,0.01951070285308642,0.01900304837894736,0.019244423694736838,0.015663636099999996,0.018625222520499994,1,0.028298663736842103,0.02922937676172839,0.036319185367999995,0.03841671080153059,0.034770284814453115,0.030361377785185176,0.033223011717187494,0.05951479747283949,1,1,1,1,1,1,1,1,1,1
o1-04_gr_e05,B,1,1,1,1,1,1,1,1,1,1,0.09087273376326531,0.05807690128264464,0.06437453817200002,0.06465827790200002,0.058713833838842995,0.06405716298900001,0.0696145472506173,0.210452208,1,0.052720568027160526,0.02010035122789257,0.01923583876336806,0.021877275571694218,0.023942165577250003,0.021699983227066115,0.01571571218455556,0.02427768578305785,1,0.020772866346938795,0.008226265195652177,0.009408186179365082,0.009633477920661158,0.00958160995652174,0.009656751404347833,0.007550349755766949,0.009000414605478397,1,0.0024105530892733623,0.0031153379954081675,0.002628083621052635,0.00490298917430556,0.005682957471074388,0.006296132395867774,0.004443033715789478,0.007301955906250004,0.016015015285123974,0.012183622205612255,0.008016344053061229,0.00813674280526316,0.010821226865051907,0.008532836326250006,0.008194128988250005,0.007396674935200002,0.008667938520164611,0.04638047060000003,0.02007800382608696,0.019849005830434793,0.017036085121449704,0.019986279962190087,0.019651164435537195,0.020947997515646265,0.013273322647363283,0.03835158097430556,1,0.311866677825,0.0908291461346939,0.07022044073703704,0.08831103262857144,0.05689809161570251,0.07423645998906249,0.14409243061250004,1,1,1,1,1,1,1,1,1,1,1
o1-04_gr_e06,B,1,1,1,1,1,1,1,1,1,1,0.05451436171239669,0.03884697263511111,0.03831694970755555,0.03825526278755557,0.03815120648400001,0.043736940204733725,0.03446364430429688,0.031539125743598614,0.104880106628,0.03697850512430556,0.018053257322314047,0.019781083150500003,0.01869483334399093,0.020501345895,0.02108677939075,0.0181734621177686,0.019818593394736843,0.04207490759876545,0.14117838897499999,0.009382656262811795,0.00787955205619835,0.009333175278500003,0.010372431536842109,0.011016534431578951,0.011116155264506173,0.010701771363271604,0.019619090115277786,0.0032194050033057904,0.0030186363736111116,0.002563085141868515,0.0044610823319444475,0.005292498199305559,0.005939579364497045,0.0058620265811224525,0.005728408905190313,0.008181695210537195,0.07657735632500004,0.006501039700000003,0.007909878043359377,0.0072564404944636725,0.007426918730795851,0.006938831302500004,0.007944496394753088,0.006929974317600006,0.012854775949691364,0.026810454779591847,0.013808878243576387,0.015507519342857145,0.014957149352173918,0.01670769237732427,0.018487698031578955,0.016642651616099773,0.019326010082539688,1,0.033528977950000004,0.03439421493466666,0.031219869723183392,0.027556106196250003,0.032892261313840834,0.035089339709375,0.034987014964453125,0.08686577731020406,1,1,1,1,1,1,1,1,1,1
o1_gr_e01,A,0,0.0035056818000000077,0.0016466964099173598,0.003420879869387762,0.00407617324958678,0.006569598892733565,0.016635919600000004,0.017946702464000003,0.051269753600000016,1,0.004096792800000012,0.0022116618000000052,0.00513255420000001,0.005407823250000006,0.009495657400000006,0.01662181760000001,0.03231387675,0.0499886216,1,0.005691625600000006,0.0025761297777777826,0.004167688800000007,0.0037244279289940867,0.006376515822222226,0.013069500544000004,0.02131938520000001,0.032798093155555555,1,0.00797888160000001,0.0044109808000000065,0.007596662400000014,0.005981713056000003,0.011109667834710749,0.019533276864000002,0.027912733866666668,0.058019110272000005,1,0.0007772090698224885,0.002118212866115706,0.003992380992000005,0.005795905800000005,0.009110722040816328,0.015505764600000003,0.016191873024000006,0.0411391290122449,1,0.003418608400000003,0.004162427022222228,0.004149614439669426,0.005886211484023672,0.009206760489795922,0.015326222800000002,0.02366203680000001,0.027306457344000005,1,0.008657295200000008,0.004842172512000008,0.008600665950000006,0.010121897600000006,0.013365827712000004,0.023312116800000008,0.029043977400000004,0.03945220604081632,1,0.006919343644444449,0.00560861084023669,0.010026422400000007,0.008926625200000005,0.010907482963313613,0.015679487199999998,0.018991603800000003,0.02937341262222223,1,0.004606525619377166,0.005594553511111113,0.006385841790581721,0.00623348865935728,0.009312041333333333,0.009148732277551025,0.013552979287500004,0.0132171216132964,1
o1_gr_e02,A,0,0.0072457516799999885,0.0034045898578512323,0.002468481422222217,0.001785890599999995,0.005116545110204077,0.008885892824999997,0.013915869795918365,0.022973988671999995,1,0.005406512326530606,0.006725613599999992,0.0017032831999999902,0.00242279549999999,0.006265975799999994,0.013971511295999994,0.030808536799999998,0.043276674816,1,0.004030030222222214,0.002807552355555549,0.0033762247999999852,0.0030661525333333236,0.004545662512499995,0.009632405093877548,0.017963785727999997,0.021766575455999988,1,0.0040730008499999925,0.00423857279999999,0.006930828,0.004927118399999993,0.007644203423999993,0.016086254399999993,0.02187056969999999,0.027474325649999996,1,0.0008575863999999944,0.0014570352852070977,0.005596691199999996,0.003632225836686387,0.006062273926530607,0.010822018399999998,0.014567999199999996,0.015931241779591834,1,0.0037093964429752,0.0041768501333333255,0.004109358228099167,0.005660525038016522,0.008496573143801645,0.011395665599999995,0.016161643874380155,0.016911144085207094,1,0.005928150347107432,0.005287284599999996,0.010471329697959173,0.008852680533333327,0.012847070699999992,0.012904531676033055,0.03069741839999999,0.024592367999999993,0.24577257600000008,0.008129991799999996,0.008933254928925615,0.009967106618181811,0.008510842906508873,0.013712935822222211,0.013022041199999994,0.018470095775999992,0.017916149399999994,0.061443154800000004,0.009027337471999996,0.007032208457142854,0.009262102521799305,0.007250956999621926,0.010422279562499996,0.008984091023999998,0.015553727199999999,0.014138954111999991,0.03493403265306123
o1_gr_e03,A,0,0.005911057799999995,0.007794566399999997,0.004348327679999997,0.004477839263999997,0.006588475399999998,0.010780255655999995,0.012467575510204077,0.020227038975999995,1,0.008346160065306113,0.013725842399999983,0.008772756799999995,0.010409241599999994,0.008018148095999997,0.017045873567999994,0.022538684159999992,0.025258752799999992,1,0.003437971599999996,0.004108219775999995,0.003298807214201178,0.007771906873469377,0.006326047689795914,0.010700981485714285,0.01566320054911242,0.018484715076923074,1,0.003677533055999994,0.007631195399999982,0.006020155999999992,0.005397596549999993,0.008811048533333329,0.012171028760330575,0.017783582399999998,0.020549939623140497,1,0.0009511402792899369,0.0014639526719999912,0.0034560867555555497,0.004496953244444441,0.005903957799999996,0.009411770399999997,0.012240188307692303,0.013396739455999996,0.0589734288,0.0038086629024793347,0.004402283951020408,0.0036383921777777715,0.004416658133333327,0.005257199799999995,0.008038741599999994,0.009720609795918368,0.013259994603550292,0.028952626481632653,0.006637048888888884,0.005040746099999996,0.004129453151999994,0.007588748799999991,0.009433931999999987,0.008448999263999996,0.015124502699999995,0.015789228088888885,0.034730348543999985,0.0076343019839999905,0.0075955369499999936,0.006089114879999995,0.008158229099999992,0.0069940917333333255,0.007783880831999994,0.008108444199999997,0.009611436399999996,0.02132679203265305,0.009857624888888885,0.006830934799999996,0.004626750156232685,0.008407053937190077,0.004612881959002767,0.007776522399999997,0.007441934826035499,0.011615202844444438,0.01428274133333333
o1_gr_e04,A,0,0.0033664198400000034,0.005757728544000006,0.004352644000000003,0.006603491968000006,0.006669786654847649,0.009092663352249139,0.008619710759183677,0.020584410624000005,1,0.0046884150000000065,0.00553274801632654,0.006233336550000011,0.009560151771428577,0.008417980323966947,0.014129259022222227,0.016722367488000007,0.051341463000000025,1,0.0030079153777777846,0.004399650400000006,0.003110379400000004,0.004434319584000006,0.005379609259171601,0.008325530243786987,0.012565574000000006,0.018019292429752067,1,0.0034282908734693963,0.0053641944000000176,0.004344596000000011,0.006787472256000011,0.006790656600000009,0.010700774400000012,0.017281690650000004,0.026164271020408175,0.028804936032000007,0.001009451247337281,0.001427412495867772,0.003147949866666673,0.004887039200000007,0.0032605730840236714,0.006199086333727816,0.009742322556213025,0.013372746600000008,0.03841537371428572,0.002973777066666674,0.003919592000000009,0.0032646716444444538,0.005133893600000006,0.0038739765333333383,0.004239666073469392,0.007342838144000003,0.012415199091124264,0.03480982245000001,0.005011010400000008,0.006740928000000015,0.0037667115371900865,0.008013748000000015,0.005137976177777787,0.005952791111111117,0.012091342050000007,0.011777694400000009,0.07761118320000006,0.003622113877685955,0.0041685408000000064,0.005417940800000003,0.008557623111111117,0.006581953428099178,0.008478950400000008,0.005867590775510207,0.009704222882840242,0.026983944800000013,0.006580677600000008,0.0037817609625000028,0.0050929776888888915,0.011369071872000007,0.008471456600000003,0.008491305600000007,0.006001558912000005,0.008190674432000004,0.03131030246400002
