,2x2,3x3,4x4,5x5,6x6,7x7,8x8,9x9,10x10
Success_A,100.0,0.0,100.0,96.42857142857143,100.0,100.0,100.0,100.0,100.0
Success_B,93.93939393939394,100.0,15.151515151515152,42.42424242424242,27.27272727272727,75.75757575757575,81.81818181818183,84.84848484848484,84.84848484848484
Success_C,17.391304347826086,21.73913043478261,78.26086956521739,69.56521739130434,78.26086956521739,13.043478260869565,26.08695652173913,78.26086956521739,78.26086956521739
Success_D,33.33333333333333,88.88888888888889,100.0,100.0,94.44444444444444,100.0,100.0,100.0,100.0
TOTAL,67.64705882352942,52.94117647058824,67.64705882352942,73.52941176470588,70.58823529411765,72.54901960784314,77.45098039215686,90.19607843137256,90.19607843137256
